timestamp,memory_usage
1743022761.8445168,2007.7265625
1743022762.8464015,2007.7265625
1743022763.847336,2007.7265625
1743022764.8488064,2007.7265625
1743022765.8492863,2007.7265625
1743022766.850732,2007.7265625
1743022767.8522058,2007.7265625
1743022768.8533194,2007.7265625
1743022769.8548024,2007.7265625
1743022770.8562667,2007.7265625
1743022771.8575497,2007.7265625
1743022772.8590288,2007.7265625
1743022773.8604784,2007.83984375
1743022774.8612704,2007.83984375
1743022775.8626795,2007.96875
1743022776.8641253,2007.96875
1743022777.865581,2008.17578125
1743022778.867064,2008.2421875
1743022779.8685477,2008.4921875
1743022780.8692799,2008.55859375
1743022781.8707252,2008.55859375
1743022782.872179,2008.75
1743022783.8737009,2008.8359375
1743022784.875146,2009.0234375
1743022785.8765798,2009.109375
1743022786.8780055,2009.12109375
1743022787.8794172,2009.26171875
1743022788.8808415,2009.30078125
1743022789.881282,2009.390625
1743022790.882715,2009.453125
1743022791.8841255,2009.51171875
1743022792.885289,2009.66015625
1743022793.8867316,2009.74609375
1743022794.8881545,2009.8671875
1743022795.8893058,2010.08984375
1743022796.8907363,2010.08984375
1743022797.892145,2010.12109375
1743022798.8932865,2010.359375
1743022799.894755,2010.3671875
1743022800.896209,2010.58984375
1743022801.8972678,2010.6328125
1743022802.8987172,2010.66796875
1743022803.9001238,2010.75
1743022804.9012892,2009.0234375
1743022805.9026742,2009.0234375
1743022806.904081,2009.0234375
1743022807.9052472,2009.0234375
1743022808.9066005,2009.0234375
1743022809.9079978,2009.0234375
