book_index,similarity_score,title,author,rating,no_of_ratings,no_of_reviews,genres
72.0,0.479,A Gracious Enemy,Michael G. Kramer,4.33,1491,10,"War, History, Nonfiction, Epic, Contemporary"
10514.0,0.391,The Road to Serfdom,Friedrich A. Hayek,4.16,22763,1613,"Economics, Politics, Philosophy, Nonfiction, History, Classics, Political Science"
12188.0,0.383,The Art of Happiness,Dalai Lama XIV,4.17,113096,3174,"Nonfiction, Philosophy, Spirituality, Self Help, Buddhism, Psychology, Religion"
7350.0,0.382,61 Hours,Lee Child,4.12,86126,4655,"Thriller, Fiction, Mystery, Crime, Suspense, Action, Mystery Thriller"
9592.0,0.374,The Ice Museum: In Search of the Lost Land of Thule,Joanna Kavenna,3.58,243,47,"Travel, Nonfiction, History, Mythology, Adventure, Geography, Nature"
12070.0,0.374,Discourse on the Origin of Inequality,Jean-Jacques Rousseau,3.8,16026,729,"Philosophy, Nonfiction, Politics, Classics, France, Sociology, History"
1344.0,0.373,Her SEALed Fate,Lori Ryan,4.29,694,92,"Romance, Military Fiction, Romantic Suspense, Contemporary Romance, Amazon, Military Romance, Contemporary"
7072.0,0.37,Leading Hybrid and Remote Teams: A Manual on Benchmarking to Best Practices for Competitive Advantage,Gleb Tsipursky,4.43,42,22,"Business, Leadership, Nonfiction"
11572.0,0.362,The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,4.45,35424,4811,"Nonfiction, History, Race, Politics, Social Justice, Anti Racist, Law"
11680.0,0.361,The Wire in the Blood,Val McDermid,4.16,18284,748,"Mystery, Crime, Fiction, Thriller, Mystery Thriller, Suspense, Detective"
6195.0,0.359,Black Cross,Greg Iles,4.22,12313,688,"Historical Fiction, Fiction, Thriller, War, World War II, Historical, Mystery"
1581.0,0.357,The Poppy War,R.F. Kuang,4.17,198885,32814,"Fantasy, Fiction, Historical Fiction, Adult, Historical, High Fantasy, Young Adult"
5972.0,0.355,Beneath A Blood Red Moon,Shannon Drake,3.98,2235,108,"Paranormal, Paranormal Romance, Romance, Vampires, Fantasy, Fiction, Mystery"
11192.0,0.354,Villa Incognito,Tom Robbins,3.68,18564,770,"Fiction, Humor, Literature, Magical Realism, Novels, Contemporary, American"
10711.0,0.351,The Art of Fielding,Chad Harbach,3.98,111840,10666,"Fiction, Sports, Baseball, Contemporary, Literary Fiction, Novels, Audiobook"
13241.0,0.346,The Device,Patrick Skelton,3.25,61,12,"Science Fiction, Thriller, Fiction, Contemporary, Mystery"
11675.0,0.343,Fear Nothing,Dean Koontz,4.0,36974,1202,"Horror, Fiction, Thriller, Mystery, Suspense, Science Fiction, Fantasy"
12251.0,0.342,Predator & Prey,Tom Sechrist,4.56,118,5,Fantasy
12266.0,0.341,The Eden Paradox,Barry Kirwan,4.2,6331,148,"Science Fiction, Fiction, Space Opera, Dystopia, Contemporary, Novels, Drama"
916.0,0.339,The Age of Innocence,Edith Wharton,3.96,166324,9527,"Classics, Fiction, Historical Fiction, Romance, Literature, American, Novels"
11681.0,0.338,Guernica,Dave Boling,4.02,5017,577,"Historical Fiction, Fiction, Spain, War, Historical, Spanish Civil War, World War II"
7290.0,0.338,The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,4.26,45925,3486,"Nonfiction, Politics, Economics, History, Sociology, Business, Philosophy"
5812.0,0.337,Upload,Mark McClelland,3.73,175,48,"Science Fiction, Cyberpunk, Fiction, Romance, Dystopia, Suspense"
7068.0,0.337,The Legendary Wolf,Ammar Habib,4.28,5199,912,"Thriller, Action, Westerns, Military Fiction, Fiction, Espionage, Mystery"
2093.0,0.336,Veil of Night,Linda Howard,3.8,10441,690,"Romance, Romantic Suspense, Suspense, Mystery, Contemporary, Contemporary Romance, Fiction"
7064.0,0.334,Hannibal Rising,Thomas  Harris,3.55,46274,2284,"Horror, Fiction, Thriller, Crime, Mystery, Suspense, Mystery Thriller"
9105.0,0.333,Single Girl Summer,Deanna Kimberly Burrell,4.07,215,41,"Chick Lit, Fiction, African American, Humor"
