book_index,similarity_score,title,author,rating,no_of_ratings,no_of_reviews,genres
916.0,0.426,The Age of Innocence,Edith Wharton,3.96,166324.0,9527.0,"Classics, Fiction, Historical Fiction, Romance, Literature, American, Novels"
639.0,0.375,The Invention of Wings,Sue Monk Kidd,4.25,306623.0,25621.0,"Historical Fiction, Fiction, Historical, Book Club, Audiobook, Adult, Adult Fiction"
7913.0,0.371,We Shall Not All Sleep,Estep Nagy,3.14,518.0,89.0,"Fiction, Historical Fiction, Adult, Literary Fiction, Historical, Novels, Family"
2986.0,0.363,Kiss the Dead,Laurell K. Hamilton,3.84,25264.0,1739.0,"Urban Fantasy, Paranormal, Vampires, Fantasy, Romance, Paranormal Romance, Fiction"
8158.0,0.363,Like a Virgin: Secrets They Won't Teach You at Business School,Richard Branson,3.74,3761.0,245.0,"Business, Nonfiction, Biography, Entrepreneurship, Leadership, Self Help, Management"
9392.0,0.363,All Our Wrong Todays,Elan Mastai,3.75,26683.0,4105.0,"Science Fiction, Fiction, Time Travel, Fantasy, Audiobook, Science Fiction Fantasy, Adult"
9699.0,0.363,The Nexus,Cassandra Cade,5.0,1.0,0.0,
10130.0,0.363,Sam Walton: Made In America,John Huey Sam Walton,4.12,23880.0,1065.0,"Business, Biography, Nonfiction, Autobiography, Leadership, Entrepreneurship, History"
7344.0,0.362,Half of a Yellow Sun,Chimamanda Ngozi Adichie,4.33,149373.0,11756.0,"Fiction, Historical Fiction, Africa, Nigeria, War, Historical, African Literature"
493.0,0.358,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.69,101690.0,3656.0,"Nonfiction, History, Business, Economics, Politics, Technology, Sociology"
12157.0,0.356,Tratado de YÃÂ´ga,DeRose,4.64,50.0,1.0,
2656.0,0.356,Breaking Point,Pamela Clare,4.31,10887.0,815.0,"Romantic Suspense, Romance, Contemporary Romance, Suspense, Contemporary, Military Fiction, Adult"
9569.0,0.349,At Home: A Short History of Private Life,Bill Bryson,3.98,91711.0,7139.0,"Nonfiction, History, Audiobook, Humor, Historical, Science, Architecture"
7740.0,0.349,"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",David McRaney,3.86,34553.0,2233.0,"Nonfiction, Psychology, Science, Self Help, Sociology, Audiobook, Philosophy"
9152.0,0.349,The Myth of Sisyphus and Other Essays,Albert Camus,4.22,53243.0,1870.0,"Philosophy, Nonfiction, Classics, Essays, France, Literature, French Literature"
10962.0,0.34,The Healer's Apprentice,Melanie Dickerson,3.82,22056.0,2378.0,"Historical Fiction, Romance, Young Adult, Fantasy, Christian Fiction, Christian, Historical"
5711.0,0.333,Running with the Demon,Terry Brooks,3.98,28506.0,772.0,"Fantasy, Fiction, Urban Fantasy, Science Fiction Fantasy, Horror, Magic, Science Fiction"
7173.0,0.331,Bird Box,Josh Malerman,4.04,180179.0,19261.0,"Horror, Fiction, Thriller, Dystopia, Mystery, Science Fiction, Post Apocalyptic"
331.0,0.33,Fun Home: A Family Tragicomic,Alison Bechdel,4.08,171406.0,12131.0,"Graphic Novels, Memoir, Comics, Nonfiction, LGBT, Queer, Biography"
5658.0,0.329,The Heart of Betrayal,Mary E. Pearson,4.2,72977.0,7464.0,"Fantasy, Young Adult, Romance, Young Adult Fantasy, High Fantasy, Fiction, Magic"
9443.0,0.322,The Straight Mind: And Other Essays,Monique Wittig,4.17,1692.0,142.0,"Feminism, Nonfiction, Queer, LGBT, Philosophy, Essays, Theory"
2959.0,0.316,Darken the Stars,Amy A. Bartol,4.13,11804.0,1494.0,"Fantasy, Romance, Young Adult, Science Fiction, New Adult, Paranormal, Aliens"
8256.0,0.314,Who Fears Death,Nnedi Okorafor,3.94,24378.0,3349.0,"Fantasy, Fiction, Science Fiction, Africa, Dystopia, Post Apocalyptic, Science Fiction Fantasy"
7894.0,0.312,Waiting to Live,Asa Don Brown,4.35,62.0,27.0,"Inspirational, Spirituality, Psychology"
6881.0,0.311,The Sacred Well Murders,Susan  Rowland,4.3,5950.0,23.0,"Fiction, Contemporary, Novels, Mystery, Drama, Mystery Thriller, Epic"
3733.0,0.311,Searching for Beautiful,Nyrae Dawn,3.61,899.0,160.0,"Young Adult, Contemporary, New Adult, Romance, Contemporary Romance, High School, Drama"
1378.0,0.311,Live and Let Bite,Declan Finn,4.64,80.0,32.0,"Urban Fantasy, Paranormal"
11274.0,0.31,com ÃÂÃÂ³ÃÂÃÂ§ÃÂ,Ahlam Mosteghanemi,3.68,28891.0,2526.0,"Novels, Romance, Fiction, Feminism, Literature, Love, Self Help"
10730.0,0.309,Grave Mercy,Robin LaFevers,3.89,104594.0,9338.0,"Fantasy, Young Adult, Historical Fiction, Romance, Historical, Fiction, Young Adult Fantasy"
11431.0,0.307,Telling Time by the Shadows,John     Fitzgerald,5.0,5.0,1.0,
10745.0,0.305,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,4.06,54759.0,3854.0,"Nonfiction, Science, Food, Nature, History, Biology, Environment"
9676.0,0.303,The Sea,John Banville,3.54,30730.0,3123.0,"Fiction, Ireland, Irish Literature, Literary Fiction, Literature, Contemporary, Novels"
12266.0,0.303,The Eden Paradox,Barry Kirwan,4.2,6331.0,148.0,"Science Fiction, Fiction, Space Opera, Dystopia, Contemporary, Novels, Drama"
7896.0,0.301,Triple Reincarnation,H.D. Dexter,4.15,13.0,3.0,
12823.0,0.3,The Philosophy of Andy Warhol,Andy Warhol,3.83,45220.0,638.0,"Art, Nonfiction, Philosophy, Biography, Memoir, Autobiography, Art History"
9166.0,0.299,Sprint: How to Solve Big Problems and Test New Ideas in Just Five Days,Jake Knapp,4.2,20885.0,1358.0,"Business, Design, Nonfiction, Management, Productivity, Entrepreneurship, Self Help"
6817.0,0.299,The Wolves of Solomon,R.L. Blackhurst,4.03,227.0,19.0,Fantasy
12275.0,0.297,"Vision to Reality: Stop Working, Start Living",Curtis L. Jenkins,4.31,5712.0,7.0,"Business, Nonfiction, Self Help, How To, Education, Productivity, Inspirational"
7376.0,0.296,Chaperones,Megan Karasch,3.78,36.0,18.0,"Humor, Contemporary, Chick Lit"
11345.0,0.295,Tennis Shoes Among the Nephites,Chris Heimerdinger,4.0,16752.0,830.0,"Lds Fiction, Lds, Fantasy, Young Adult, Fiction, Religion, Historical Fiction"
10359.0,0.294,The Silence of the Lambs,Thomas  Harris,4.24,533178.0,8592.0,"Horror, Fiction, Thriller, Mystery, Crime, Classics, Mystery Thriller"
10195.0,0.29,Waiting for Time,Bernice Morgan,3.95,493.0,33.0,"Canada, Fiction, Historical Fiction, Historical"
7645.0,0.29,The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.3,288876.0,8800.0,"Classics, Mystery, Fiction, Short Stories, Crime, Detective, Mystery Thriller"
3575.0,0.29,The One That Got Away,Kelly Hunter,3.58,1186.0,128.0,"Romance, Contemporary Romance, Contemporary, Category Romance, Harlequin, Chick Lit, Fiction"
10158.0,0.289,Jingo,Terry Pratchett,4.18,63607.0,1875.0,"Fantasy, Fiction, Humor, Comedy, Science Fiction Fantasy, Audiobook, War"
12170.0,0.289,The Call of the Christmas Pecan Tree,Edna Stewart,3.67,3.0,2.0,
430.0,0.287,On Deadly Grounds,Kaye D. Schmitz,4.35,99.0,21.0,"Mystery, Fiction"
344.0,0.286,"""Look Here, Sir, What a Curious Bird"": Searching for Ali, Alfred Russel Wallace's Faithful Companion",Paul Spencer Sochaczewski,4.29,719.0,2.0,
4171.0,0.285,Kitty's House of Horrors,Carrie Vaughn,4.06,12387.0,475.0,"Urban Fantasy, Paranormal, Fantasy, Werewolves, Vampires, Fiction, Shapeshifters"
12070.0,0.285,Discourse on the Origin of Inequality,Jean-Jacques Rousseau,3.8,16026.0,729.0,"Philosophy, Nonfiction, Politics, Classics, France, Sociology, History"
5236.0,0.284,The Soul and the Seed,Arie Farnam,4.15,65.0,23.0,"Fantasy, Dystopia, Science Fiction, Young Adult"
8393.0,0.283,The Source,James A. Michener,4.3,42670.0,1630.0,"Historical Fiction, Fiction, Historical, Israel, Religion, Jewish, Novels"
8552.0,0.283,A Piece of Cake,Cupcake Brown,4.22,33033.0,2806.0,"Memoir, Nonfiction, Biography, Autobiography, Biography Memoir, Audiobook, African American"
6613.0,0.282,The Orphan's Tale,Pam Jenoff,4.04,83038.0,7191.0,"Historical Fiction, Fiction, World War II, Historical, Audiobook, War, Holocaust"
12136.0,0.281,Until Forever,Darlene Shortridge,4.01,672.0,125.0,"Romance, Christian, Christian Fiction, Fiction, Christian Romance, Family, Inspirational"
7910.0,0.28,The Alchemist's Daughter,Mary Lawrence,3.47,1202.0,226.0,"Historical Fiction, Mystery, Fiction, Historical, Historical Mystery, British Literature, Fantasy"
4788.0,0.278,Steelheart,Brandon Sanderson,4.14,174793.0,15106.0,"Fantasy, Young Adult, Science Fiction, Fiction, Dystopia, Urban Fantasy, Superheroes"
7088.0,0.278,Brooklyn,Colm TÃÂ³ibÃÂ­n,3.69,109081.0,11867.0,"Fiction, Historical Fiction, Ireland, Romance, Historical, Irish Literature, Audiobook"
12645.0,0.277,"Dom Wars: Round 4, 5, 6",Lucian Bane,4.27,419.0,44.0,
10796.0,0.277,The Grand Inquisitor,Fyodor Dostoevsky,4.34,5982.0,344.0,"Classics, Fiction, Philosophy, Russian Literature, Russia, Literature, Short Stories"
8619.0,0.277,Old Hickory Lane,E.J. Ruek,4.59,70.0,16.0,
371.0,0.277,And the Ass Saw the Angel,Nick Cave,3.85,10358.0,652.0,"Fiction, Horror, Gothic, Novels, Southern Gothic, Music, Contemporary"
10982.0,0.276,Kidnapped,Robert Louis Stevenson,3.79,63064.0,2421.0,"Classics, Fiction, Adventure, Historical Fiction, Scotland, Young Adult, Literature"
5969.0,0.275,The Kingdom Within,Samantha Gillespie,4.15,115.0,67.0,"Fantasy, Romance, Young Adult, Historical Fiction"
12326.0,0.273,Rant: An Oral Biography of Buster Casey,Chuck Palahniuk,3.84,65575.0,3245.0,"Fiction, Science Fiction, Horror, Contemporary, Novels, Time Travel, Humor"
1087.0,0.269,Are We Muslims?,ÃÂÃÂ­ÃÂÃÂ¯ ÃÂÃÂ·ÃÂ¨,3.93,543.0,96.0,"Religion, Islam"
12332.0,0.269,Spirit Bound,Richelle Mead,4.33,288130.0,9896.0,"Young Adult, Vampires, Fantasy, Paranormal, Romance, Urban Fantasy, Paranormal Romance"
528.0,0.269,Guards! Guards!,Terry Pratchett,4.33,197042.0,6429.0,"Fantasy, Fiction, Humor, Comedy, Dragons, Science Fiction Fantasy, Audiobook"
8533.0,0.268,Vanishing Act in Vegas,Morgan St. James,4.33,18.0,7.0,
10496.0,0.266,The Tainted Trust,Stephen Douglass,3.86,1531.0,15.0,"Thriller, Fiction"
9472.0,0.265,Scar Tissue,Anthony Kiedis,4.11,85088.0,3619.0,"Music, Nonfiction, Biography, Memoir, Autobiography, Biography Memoir, Audiobook"
