book_index,similarity_score,title,author,rating,no_of_ratings,no_of_reviews,genres
78.0,0.479,A Gracious Enemy & After the War Volume One,Michael G. Kramer,4.29,6622,19,"Epic, Drama, Novels, Contemporary, Fiction"
5972.0,0.419,Beneath A Blood Red Moon,Shannon Drake,3.98,2235,108,"Paranormal, Paranormal Romance, Romance, Vampires, Fantasy, Fiction, Mystery"
11192.0,0.41,Villa Incognito,Tom Robbins,3.68,18564,770,"Fiction, Humor, Literature, Magical Realism, Novels, Contemporary, American"
10514.0,0.41,The Road to Serfdom,Friedrich A. Hayek,4.16,22763,1613,"Economics, Politics, Philosophy, Nonfiction, History, Classics, Political Science"
9962.0,0.407,The Character of Rain,AmÃÂ©lie Nothomb,3.92,14330,1024,"Fiction, France, Contemporary, Japan, Roman, Novels, Belgium"
9751.0,0.361,Foxglove Summer,Ben Aaronovitch,4.21,41544,2844,"Fantasy, Urban Fantasy, Mystery, Fiction, Crime, Magic, Audiobook"
2093.0,0.355,Veil of Night,Linda Howard,3.8,10441,690,"Romance, Romantic Suspense, Suspense, Mystery, Contemporary, Contemporary Romance, Fiction"
8004.0,0.355,"Loves Music, Loves to Dance",Mary Higgins Clark,3.93,28530,981,"Mystery, Fiction, Suspense, Thriller, Mystery Thriller, Crime, Adult"
7444.0,0.355,Major Barbara,George Bernard Shaw,3.66,7166,245,"Plays, Drama, Classics, Fiction, Theatre, Literature, Irish Literature"
9443.0,0.348,The Straight Mind: And Other Essays,Monique Wittig,4.17,1692,142,"Feminism, Nonfiction, Queer, LGBT, Philosophy, Essays, Theory"
11883.0,0.345,Reginald Bones 2,Lucian Bane,4.59,334,136,"Dark, Romance, Erotica, Contemporary"
12251.0,0.344,Predator & Prey,Tom Sechrist,4.56,118,5,Fantasy
8791.0,0.343,For Love and Mercy,C. Ingrid Deringer,4.5,16,15,Historical Fiction
7033.0,0.343,The Blade Artist,Irvine Welsh,3.82,6925,451,"Fiction, Thriller, Crime, Mystery, Contemporary, Scotland, Novels"
12030.0,0.341,The TyrantÃ¢ÂÂs Tomb,Rick Riordan,4.35,62237,4754,"Fantasy, Mythology, Young Adult, Middle Grade, Fiction, Adventure, Greek Mythology"
8204.0,0.339,Theft by Finding: Diaries 1977-2002,David Sedaris,3.94,33079,3506,"Nonfiction, Memoir, Humor, Audiobook, Biography, Essays, Biography Memoir"
1553.0,0.337,A Deadly Business,Lis Wiehl,4.02,1356,148,"Mystery, Thriller, Fiction, Mystery Thriller, Suspense, Christian Fiction, Crime"
1584.0,0.336,CryoBurn,Lois McMaster Bujold,4.07,15581,1121,"Science Fiction, Fiction, Space Opera, Mystery, Science Fiction Fantasy, Fantasy, Audiobook"
9592.0,0.332,The Ice Museum: In Search of the Lost Land of Thule,Joanna Kavenna,3.58,243,47,"Travel, Nonfiction, History, Mythology, Adventure, Geography, Nature"
1810.0,0.331,Lies a River Deep,Vera Jane Cook,4.23,153,13,"Contemporary, Fiction"
5812.0,0.33,Upload,Mark McClelland,3.73,175,48,"Science Fiction, Cyberpunk, Fiction, Romance, Dystopia, Suspense"
7072.0,0.329,Leading Hybrid and Remote Teams: A Manual on Benchmarking to Best Practices for Competitive Advantage,Gleb Tsipursky,4.43,42,22,"Business, Leadership, Nonfiction"
12021.0,0.328,The Invisible Woman,Claire Tomalin,3.74,1622,283,"Biography, Nonfiction, History, Biography Memoir, British Literature, Victorian, Historical"
5533.0,0.327,Byzantium,Stephen R. Lawhead,4.2,5006,368,"Historical Fiction, Fiction, Fantasy, Historical, Christian, Christian Fiction, Adventure"
9622.0,0.323,Shakespeare: The Biography,Peter Ackroyd,4.01,2097,203,"Biography, Nonfiction, History, Audiobook, British Literature, Biography Memoir, Drama"
10996.0,0.321,The Body in the Library,Agatha Christie,3.83,98354,6368,"Mystery, Fiction, Crime, Classics, Mystery Thriller, Detective, Audiobook"
10394.0,0.321,Howl and Other Poems,Allen Ginsberg,4.13,107765,2535,"Poetry, Classics, Fiction, American, Literature, Queer, LGBT"
12188.0,0.319,The Art of Happiness,Dalai Lama XIV,4.17,113096,3174,"Nonfiction, Philosophy, Spirituality, Self Help, Buddhism, Psychology, Religion"
7350.0,0.317,61 Hours,Lee Child,4.12,86126,4655,"Thriller, Fiction, Mystery, Crime, Suspense, Action, Mystery Thriller"
6752.0,0.317,That Dark and Bloody River,Allan W. Eckert,4.32,815,79,"History, Nonfiction, American History, Historical, Biography, American Revolution, American"
11651.0,0.317,The Racketeer,John Grisham,3.88,102913,8424,"Fiction, Mystery, Thriller, Crime, Legal Thriller, Suspense, Mystery Thriller"
7064.0,0.311,Hannibal Rising,Thomas  Harris,3.55,46274,2284,"Horror, Fiction, Thriller, Crime, Mystery, Suspense, Mystery Thriller"
7753.0,0.31,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,4.16,202293,14398,"Humor, Nonfiction, Graphic Novels, Memoir, Comics, Comedy, Biography"
11621.0,0.31,Beginner's Luck,Laura Pedersen,3.87,548,88,"Fiction, Young Adult, Chick Lit, Coming Of Age, Contemporary, Adult Fiction, Adult"
10459.0,0.309,The Misanthrope,MoliÃÂ¨re,3.77,22361,613,"Plays, Classics, France, Drama, Fiction, Theatre, French Literature"
12832.0,0.307,The Hammer of God,Arthur C. Clarke,3.7,8109,353,"Science Fiction, Fiction, Novels, Science Fiction Fantasy, Speculative Fiction, Classics, Hard Science Fiction"
10359.0,0.305,The Silence of the Lambs,Thomas  Harris,4.24,533178,8592,"Horror, Fiction, Thriller, Mystery, Crime, Classics, Mystery Thriller"
9694.0,0.305,"Me and White Supremacy: Combat Racism, Change the World, and Become a Good Ancestor",Layla F. Saad,4.35,28090,3359,"Nonfiction, Race, Anti Racist, Social Justice, Audiobook, Politics, Self Help"
6431.0,0.304,Highland Warrior,Monica McCarty,4.06,5946,336,"Historical Romance, Romance, Historical, Historical Fiction, Medieval, Scotland, Fiction"
5770.0,0.301,Chasing Dreams,Aaron Jennings,3.24,37,6,"Travel, Fiction"
7773.0,0.3,Harry the Dirty Dog,Gene Zion,4.2,54573,1047,"Picture Books, Childrens, Animals, Fiction, Dogs, Classics, Family"
8667.0,0.296,Stupide stelle,Andrea GiachÃÂ¨,3.53,15,3,
12266.0,0.294,The Eden Paradox,Barry Kirwan,4.2,6331,148,"Science Fiction, Fiction, Space Opera, Dystopia, Contemporary, Novels, Drama"
12536.0,0.294,Change of Heart,Jodi Picoult,3.94,116971,7095,"Fiction, Contemporary, Chick Lit, Adult Fiction, Drama, Adult, Realistic Fiction"
3666.0,0.293,The Last Kiss Goodbye,Karen Robards,3.95,5381,469,"Romance, Paranormal, Mystery, Romantic Suspense, Suspense, Ghosts, Paranormal Romance"
9779.0,0.292,Hearts at Stake,Alyxandra Harvey,3.96,17417,1258,"Vampires, Young Adult, Paranormal, Fantasy, Romance, Paranormal Romance, Urban Fantasy"
11439.0,0.291,Unsaid,Avery Aster,3.5,613,188,"M M Romance, BDSM, Romance, Erotica, Contemporary, Contemporary Romance, Fiction"
9319.0,0.291,Twisted Truth,Melinda Leigh,4.2,11648,423,"Mystery, Romantic Suspense, Suspense, Novella, Thriller, Fiction, Romance"
11345.0,0.291,Tennis Shoes Among the Nephites,Chris Heimerdinger,4.0,16752,830,"Lds Fiction, Lds, Fantasy, Young Adult, Fiction, Religion, Historical Fiction"
12241.0,0.291,"Alas, Babylon",Pat Frank,4.08,44396,3631,"Fiction, Science Fiction, Post Apocalyptic, Classics, Dystopia, Apocalyptic, Survival"
55.0,0.291,To Hell and Back,Audie Murphy,4.25,7610,357,"History, Nonfiction, Biography, Military Fiction, World War II, War, Military History"
402.0,0.291,The Lost Duke of Wyndham,Julia Quinn,3.75,24022,1142,"Romance, Historical Romance, Historical, Historical Fiction, Regency, Fiction, Regency Romance"
11093.0,0.29,The Twits,Roald Dahl,3.97,139563,4692,"Childrens, Fiction, Fantasy, Classics, Middle Grade, Humor, Young Adult"
7894.0,0.29,Waiting to Live,Asa Don Brown,4.35,62,27,"Inspirational, Spirituality, Psychology"
691.0,0.289,Forever Peace,Joe Haldeman,3.75,20864,654,"Science Fiction, Fiction, Hugo Awards, War, Science Fiction Fantasy, Military Fiction, Speculative Fiction"
2104.0,0.287,The Epic of Gilgamesh,Anonymous,3.71,90452,4698,"Classics, Poetry, Fiction, Mythology, Literature, Fantasy, School"
6203.0,0.286,City of Angels,James Scott Bell,4.17,2126,161,"Christian Fiction, Historical Fiction, Christian, Fiction, Historical, Romance, Mystery"
9446.0,0.286,"Blues Legacies and Black Feminism: Gertrude ""Ma"" Rainey, Bessie Smith, and Billie Holiday",Angela Y. Davis,4.26,1564,99,"Music, Feminism, Nonfiction, History, Race, Biography, Gender"
10355.0,0.286,The Wind-Up Bird Chronicle,Haruki Murakami,4.15,269839,18742,"Fiction, Magical Realism, Japan, Japanese Literature, Fantasy, Contemporary, Novels"
11681.0,0.286,Guernica,Dave Boling,4.02,5017,577,"Historical Fiction, Fiction, Spain, War, Historical, Spanish Civil War, World War II"
6973.0,0.285,Circle of Five,Jan Raymond,4.2,325,76,"Fantasy, Young Adult, Science Fiction, Aliens, Fiction, Adventure, Paranormal"
8754.0,0.283,The Dead Writer,NÃÂºria AÃÂ±ÃÂ³,3.83,53,5,"Fiction, Writing, Female Authors, Literature, Spanish Literature, Literary Fiction, Contemporary"
11916.0,0.282,The Child Garden,Geoff Ryman,3.67,1501,156,"Science Fiction, Fiction, Dystopia, Fantasy, Speculative Fiction, LGBT, Science Fiction Fantasy"
9730.0,0.282,Altar Ego,Kathy Lette,3.2,474,35,"Chick Lit, Fiction, Humor, Romance, Audiobook, Contemporary"
452.0,0.281,Night Pleasures,Sherrilyn Kenyon,4.2,78292,3123,"Romance, Paranormal, Paranormal Romance, Fantasy, Vampires, Urban Fantasy, Adult"
10846.0,0.281,The Broken Wings,Kahlil Gibran,3.95,23339,3005,"Classics, Poetry, Fiction, Romance, Novels, Philosophy, Literature"
12269.0,0.28,Notes from Underground,Fyodor Dostoevsky,4.18,138196,10575,"Classics, Fiction, Philosophy, Russia, Russian Literature, Literature, Novels"
11736.0,0.28,The Tree of Man,Patrick White,3.95,1948,187,"Fiction, Australia, Classics, Nobel Prize, Novels, Literature, Historical Fiction"
12070.0,0.279,Discourse on the Origin of Inequality,Jean-Jacques Rousseau,3.8,16026,729,"Philosophy, Nonfiction, Politics, Classics, France, Sociology, History"
383.0,0.279,All Creatures Great and Small,James Herriot,4.34,142020,6675,"Nonfiction, Animals, Memoir, Classics, Biography, Humor, Autobiography"
7068.0,0.278,The Legendary Wolf,Ammar Habib,4.28,5199,912,"Thriller, Action, Westerns, Military Fiction, Fiction, Espionage, Mystery"
10770.0,0.277,The Sacred Band,Janet E. Morris,4.46,306,57,"Fantasy, Historical Fiction, Historical Fantasy, Heroic Fantasy, Fiction, Sword and Sorcery, Adventure"
8259.0,0.277,Malala's Magic Pencil,Malala Yousafzai,4.52,4851,873,"Picture Books, Biography, Nonfiction, Childrens, Memoir, Feminism, Cultural"
8536.0,0.276,Journey to One: A Woman's Story of Emotional Healing and Spiritual Awakening,Kristi Bowman,3.71,7,4,
7881.0,0.275,The Keeper of Lost Things,Ruth Hogan,3.81,140628,12948,"Fiction, Contemporary, Fantasy, Romance, Audiobook, Magical Realism, Book Club"
740.0,0.274,The School for Scandal,Richard Brinsley Sheridan,3.62,7723,243,"Plays, Classics, Drama, Fiction, Theatre, 18th Century, Humor"
70.0,0.274,Facing the Mountain: A True Story of Japanese American Heroes in World War II,Daniel James Brown,4.49,8738,1309,"Nonfiction, History, World War II, War, Historical, Audiobook, American History"
7738.0,0.274,Tau Zero,Poul Anderson,3.84,14021,919,"Science Fiction, Fiction, Space Opera, Space, Time Travel, Science Fiction Fantasy, Hard Science Fiction"
891.0,0.272,Not For Public Consumption,Frank P. Lipton,4.48,44,11,Fiction
2907.0,0.271,Archangel's Consort,Nalini Singh,4.22,42497,1926,"Paranormal, Urban Fantasy, Romance, Paranormal Romance, Angels, Fantasy, Vampires"
11335.0,0.271,Pollyanna Grows Up,Eleanor H. Porter,3.84,12977,446,"Classics, Fiction, Childrens, Young Adult, Romance, Historical Fiction, Middle Grade"
2345.0,0.271,I Don't Want To Be Crazy,Samantha Schutz,3.78,5579,521,"Poetry, Mental Health, Young Adult, Mental Illness, Psychology, Fiction, Contemporary"
141.0,0.27,Homage to Catalonia,George Orwell,4.09,57513,3637,"History, Nonfiction, Politics, Classics, War, Memoir, Biography"
