timestamp,gpu_usage,gpu_memory
1743018655.243726,0.004341408352869671,1.0
1743018656.276171,0.004341408352869671,1.0
1743018657.3075802,0.004341408352869671,1.0
1743018658.3386996,0.004341408352869671,1.0
1743018659.3702326,0.004341408352869671,1.0
1743018660.4017384,0.004341408352869671,1.0
1743018661.4333549,0.004341408352869671,1.0
1743018662.4910948,0.004341408352869671,1.0
1743018663.5706553,0.004341408352869671,1.0
1743018664.6455114,0.004341408352869671,1.0
1743018665.7197485,0.004341408352869671,1.0
1743018666.7901583,0.004341408352869671,1.0
1743018667.8657877,0.004341408352869671,1.0
1743018668.9188645,0.004341408352869671,1.0
1743018670.0011837,0.004341408352869671,1.0
