timestamp,gpu_usage,gpu_memory
1742743693.2044632,0.004341408352869671,1.0
1742743694.2377777,0.004341408352869671,1.0
1742743695.2699242,0.004341408352869671,1.0
1742743696.3032854,0.004341408352869671,1.0
1742743697.3361387,0.004341408352869671,1.0
1742743698.3689094,0.004341408352869671,1.0
1742743699.4035358,0.004341408352869671,1.0
1742743700.4358974,0.004341408352869671,1.0
1742743701.4682767,0.004341408352869671,1.0
1742743702.5028024,0.004341408352869671,1.0
1742743703.5352647,0.004341408352869671,1.0
1742743704.5814757,0.004341408352869671,1.0
1742743705.6727288,0.004341408352869671,1.0
