book_index,similarity_score,title,author,rating,no_of_ratings,no_of_reviews,genres
9639.0,0.237,Tom Jones,Henry Fielding,3.75,32987,1275,"Classics, Fiction, Literature, 18th Century, Humor, British Literature, Historical Fiction"
7523.0,0.236,Jack & Jill,James Patterson,3.99,78279,1999,"Mystery, Fiction, Thriller, Crime, Suspense, Mystery Thriller, Detective"
6863.0,0.227,People of the Book,Geraldine Brooks,4.03,141175,12766,"Historical Fiction, Fiction, Books About Books, Historical, Mystery, Book Club, Jewish"
9388.0,0.227,No More Words,Kerry Lonsdale,4.09,6439,500,"Mystery, Thriller, Fiction, Suspense, Mystery Thriller, Contemporary, Audiobook"
12335.0,0.208,Wir Kinder vom Bahnhof Zoo,Christiane V. Felscherinow,4.31,53863,2706,"Nonfiction, Biography, Classics, German Literature, Memoir, Germany, Contemporary"
12687.0,0.203,THE COALFIELD EXPRESS,Susmit Sarkar,4.57,7,4,
36.0,0.197,The Mosquito Bowl: A Game of Life and Death in World War II,Buzz Bissinger,3.84,2392,317,"Nonfiction, History, Sports, World War II, War, Military Fiction, Football"
12570.0,0.196,Valentine,Julie Mannino,4.25,57,24,"Fantasy, Asexual, Romance, BDSM, Fae, M M Romance, Dark Fantasy"
10511.0,0.189,BEHIND CLOSED DOORS: A Daughter's Story,Daniella Dechristopher,4.02,3286,171,"Nonfiction, Memoir, Abuse, True Crime, Biography, Thriller"
12242.0,0.187,"Go, Dog. Go!",P.D. Eastman,4.13,89697,1837,"Childrens, Picture Books, Fiction, Classics, Animals, Dogs, Kids"
9435.0,0.182,Wind from the Abyss,Janet E. Morris,3.97,115,10,"Fantasy, Science Fiction, Dystopia, Fiction"
215.0,0.18,Shanghai Girls,Lisa See,3.91,151683,10417,"Historical Fiction, Fiction, China, Historical, Asia, Asian Literature, Adult Fiction"
10871.0,0.18,Calm the F*ck Down: How to Control What You Can and Accept What You Can't So You Can Stop Freaking Out and Get On With Your Life,Sarah Knight,3.42,8621,799,"Self Help, Nonfiction, Audiobook, Psychology, Personal Development, Mental Health, Health"
10612.0,0.174,The Spirit of Prayer: The Believer's Authority on the Earth,Tolulope Oyewole,4.45,202,5,"Contemporary, Novels"
5658.0,0.171,The Heart of Betrayal,Mary E. Pearson,4.2,72977,7464,"Fantasy, Young Adult, Romance, Young Adult Fantasy, High Fantasy, Fiction, Magic"
1538.0,0.17,The Choice: Embrace the Possible,Edith Eger,4.58,87119,8699,"Nonfiction, Memoir, Psychology, History, Biography, Self Help, Holocaust"
1142.0,0.168,Nefertiti,Michelle Moran,4.08,38085,2901,"Historical Fiction, Fiction, Historical, Egypt, Romance, Africa, Adult"
11611.0,0.167,Knowing People: The Personal Use of Social Psychology,Michael J. Lovaglia,4.19,16,0,"Psychology, Nonfiction"
13059.0,0.162,Walt Disney's Dumbo,Walt Disney Company,4.32,26969,112,"Childrens, Picture Books, Fiction, Classics, Animals, Fantasy, Media Tie In"
55.0,0.16,To Hell and Back,Audie Murphy,4.25,7610,357,"History, Nonfiction, Biography, Military Fiction, World War II, War, Military History"
7008.0,0.16,Watchers,Dean Koontz,4.18,161558,4826,"Horror, Fiction, Thriller, Science Fiction, Mystery, Suspense, Fantasy"
11992.0,0.156,Divorce Busting: A Step-by-Step Approach to Making Your Marriage Loving Again,Michele Weiner-Davis,4.0,266,32,"Marriage, Relationships, Psychology, Nonfiction, Self Help"
11220.0,0.153,The Book Your Church Doesn't Want You to Read,Tim C. Leedom,3.9,388,28,"Religion, Nonfiction, Banned Books, History, Atheism, Spirituality, Christian"
7539.0,0.153,Dark Sacred Night,Michael Connelly,4.18,62933,4424,"Mystery, Fiction, Crime, Thriller, Audiobook, Mystery Thriller, Detective"
12500.0,0.151,The Chronicles of Neffie,A.L. Gibson,4.17,179,14,"Young Adult, Novels, New Adult, Fiction, Adult, Drama"
12077.0,0.149,The Submission,Amy Waldman,3.67,12743,1880,"Fiction, Contemporary, Historical Fiction, Literary Fiction, New York, Adult Fiction, Adult"
5871.0,0.147,Blood of Angels,Dulce Amor Soriano,4.6,15,4,
9319.0,0.146,Twisted Truth,Melinda Leigh,4.2,11648,423,"Mystery, Romantic Suspense, Suspense, Novella, Thriller, Fiction, Romance"
12030.0,0.144,The TyrantÃ¢ÂÂs Tomb,Rick Riordan,4.35,62237,4754,"Fantasy, Mythology, Young Adult, Middle Grade, Fiction, Adventure, Greek Mythology"
12536.0,0.142,Change of Heart,Jodi Picoult,3.94,116971,7095,"Fiction, Contemporary, Chick Lit, Adult Fiction, Drama, Adult, Realistic Fiction"
1415.0,0.142,Dreaming of Dray: An African American Black Billionaire Boss Alpha Male Romance Suspense Urban Fiction Series: Billionaire Dray Royce Series #1,Sheila Murdock,3.7,46,11,
10794.0,0.141,Claire,L.C. Conn,4.21,227,6,"Fantasy, Young Adult, Novels, Magic, Fiction, Adventure, Adult"
