book_index,similarity_score,title,author,rating,no_of_ratings,no_of_reviews,genres
176.0,0.26,The Bible: Enter Here: Bringing God's Word to Life for Today's Teens,Spencer C Demetros,4.37,542,11,"Nonfiction, How To, Education, Inspirational, Book Club"
10814.0,0.25,The Devotion of Suspect X,Keigo Higashino,4.16,54812,7669,"Mystery, Fiction, Japan, Thriller, Crime, Japanese Literature, Mystery Thriller"
9844.0,0.243,Curious George,H.A. Rey,4.16,134937,1343,"Childrens, Picture Books, Fiction, Classics, Animals, Adventure, Kids"
12948.0,0.221,AurÃÂ©lia and Other Writings,GÃÂ©rard de Nerval,4.04,919,50,"Poetry, France, Fiction, French Literature, Literature, Classics, Short Stories"
6036.0,0.214,Rachel's Holiday,Marian Keyes,3.99,79301,2700,"Chick Lit, Fiction, Romance, Contemporary, Ireland, Irish Literature, Audiobook"
1420.0,0.21,The Lobster Lake Bandits: Mystery at Moosehead,Tommy Carbone,3.89,18,8,
1956.0,0.203,The Siren,Tiffany Reisz,4.02,27060,3500,"BDSM, Romance, Erotica, Dark, Contemporary, Adult, Contemporary Romance"
7511.0,0.201,Think of a Number,John Verdon,3.88,32999,2875,"Mystery, Thriller, Fiction, Crime, Mystery Thriller, Suspense, Detective"
9800.0,0.188,Letters from a Self-Made Merchant to His Son,George Horace Lorimer,4.08,1839,153,"Business, Nonfiction, Philosophy, Self Help, History, Biography, Classics"
9457.0,0.187,Terms of Enlistment,Marko Kloos,4.04,29134,1747,"Science Fiction, Fiction, Military Fiction, Space Opera, Military Science Fiction, Audiobook, War"
5725.0,0.185,Dream Dancer,Janet E. Morris,3.94,234,22,"Science Fiction, Fantasy, Fiction, Science Fiction Fantasy, Space Opera"
1637.0,0.184,Strange Angels,Lili St. Crow,3.79,40517,2210,"Young Adult, Paranormal, Vampires, Fantasy, Urban Fantasy, Werewolves, Supernatural"
9001.0,0.181,Kit's Law,Donna Morrissey,3.99,3072,201,"Canada, Fiction, Historical Fiction, Canadian Literature, Coming Of Age, Mystery, Novels"
12760.0,0.177,The Noisy Paint Box,Barb Rosenstock,4.16,4277,685,"Picture Books, Biography, Art, Nonfiction, Childrens, Music, Russia"
6588.0,0.176,The Redbreast,Jo NesbÃÂ¸,3.94,99698,4824,"Mystery, Crime, Fiction, Thriller, Mystery Thriller, Scandinavian Literature, Detective"
13179.0,0.173,The Song of the Lioness Quartet,Tamora Pierce,4.59,13772,304,"Fantasy, Young Adult, Fiction, Magic, Adventure, Romance, Childrens"
653.0,0.171,Suddenly You,Lisa Kleypas,3.94,28375,2064,"Historical Romance, Romance, Historical, Historical Fiction, Regency, Adult, Fiction"
9509.0,0.169,The Lady of the Rivers,Philippa Gregory,4.04,80902,4322,"Historical Fiction, Fiction, Historical, Romance, British Literature, Adult, Audiobook"
11069.0,0.169,"Handcuffs, Kisses and Awkward Situations: Mystery Romance",Olivia Harvard,4.12,1057,65,"Romance, Young Adult, Fiction, Mystery, Teen, Young Adult Romance"
1469.0,0.169,I Am Ozzy,Ozzy Osbourne,4.08,27278,1527,"Music, Biography, Nonfiction, Autobiography, Memoir, Biography Memoir, Musicians"
9608.0,0.168,Secrets & Charades,Cindy Ervin Huff,4.3,265,61,"Christian Fiction, Historical Fiction, Historical Romance, Westerns, Historical, Fiction, Romance"
630.0,0.168,A Study in Charlotte,Brittany Cavallaro,3.76,58665,8592,"Mystery, Young Adult, Contemporary, Fiction, Retellings, Mystery Thriller, Romance"
10650.0,0.167,The Island of Dr. Moreau,H.G. Wells,3.73,115548,6109,"Classics, Science Fiction, Fiction, Horror, Fantasy, Literature, Audiobook"
5026.0,0.166,Every Soul a Star,Wendy Mass,4.1,24086,2062,"Realistic Fiction, Young Adult, Middle Grade, Fiction, Contemporary, Coming Of Age, Childrens"
1086.0,0.166,Bringing Down the Duke,Evie Dunmore,3.96,72702,9339,"Romance, Historical Fiction, Historical Romance, Historical, Fiction, Adult, Chick Lit"
12631.0,0.165,Unexpected Metamorphosis,Tianna Holley,4.01,102,23,"Fantasy, Paranormal, Romance, Fiction, Young Adult Fantasy"
8188.0,0.164,Who's Afraid of Virginia Woolf?,Edward Albee,4.06,68060,2202,"Plays, Classics, Drama, Fiction, Theatre, American, School"
10986.0,0.163,Bulfinch's Mythology,Thomas Bulfinch,4.14,11874,319,"Mythology, Classics, Fiction, Fantasy, Reference, Literature, Religion"
87.0,0.159,"Jesus Listens: Daily Devotional Prayers of Peace, Joy, and Hope",Sarah  Young,4.54,649,39,"Christian, Nonfiction, Spirituality, Christian Living, Religion, Inspirational, God"
255.0,0.158,Journey to the Center of the Earth,Jules Verne,3.86,190339,7929,"Classics, Science Fiction, Fiction, Adventure, Fantasy, France, Literature"
2320.0,0.158,Tiger Eyes,Judy Blume,3.91,17372,1294,"Young Adult, Fiction, Realistic Fiction, Childrens, Teen, Contemporary, Coming Of Age"
939.0,0.156,Dangerous Games,Lynessa Layne,4.31,62,4,Reverse Harem
10767.0,0.156,The Egg,Andy Weir,4.22,28168,3562,"Short Stories, Fiction, Science Fiction, Philosophy, Fantasy, Religion, Spirituality"
10147.0,0.156,Novecento: Die Legende vom Ozeanpianisten,Alessandro Baricco,4.18,36357,2560,"Fiction, Italian Literature, Plays, Classics, Italy, Novels, Audiobook"
10353.0,0.155,Anthem,Ayn Rand,3.62,150557,10891,"Fiction, Classics, Dystopia, Philosophy, Science Fiction, School, Literature"
11200.0,0.153,Copper Sun,Sharon M. Draper,4.35,15382,1972,"Historical Fiction, Young Adult, Fiction, Historical, African American, School, Teen"
4308.0,0.153,Pretend You're Mine,Lucy Score,4.29,45289,3408,"Romance, Contemporary Romance, Contemporary, Military Fiction, New Adult, Adult, Military Romance"
8201.0,0.152,I Am Dynamite! A Life of Nietzsche,Sue Prideaux,4.29,2328,364,"Philosophy, Biography, Nonfiction, History, Germany, Biography Memoir, Audiobook"
9445.0,0.152,Since You've Been Gone,Morgan Matson,4.08,111523,12017,"Young Adult, Contemporary, Romance, Fiction, Young Adult Contemporary, Realistic Fiction, Mystery"
2730.0,0.151,Magic Shifts,Ilona Andrews,4.43,41671,2616,"Urban Fantasy, Fantasy, Paranormal, Romance, Magic, Vampires, Shapeshifters"
12716.0,0.15,Body Double,Tess Gerritsen,4.18,55080,2132,"Mystery, Thriller, Crime, Fiction, Mystery Thriller, Suspense, Detective"
1194.0,0.15,The Importance of Being Earnest and Other Plays,Oscar Wilde,4.24,50275,768,"Classics, Plays, Fiction, Drama, Literature, Theatre, Humor"
8605.0,0.148,Creating Monsters,Christopher Rankin,3.49,156,11,"Fiction, Science Fiction, Horror, Classics"
12626.0,0.148,Trueman Bradley: Aspie Detective,Alexei Maxim Russell,4.27,60,13,"Mystery, Autistic Spectrum Disorder"
3607.0,0.147,Razers Edge,Vicki Green,4.37,71,15,
7087.0,0.146,Imperial Bedrooms,Bret Easton Ellis,3.19,18333,1382,"Fiction, Contemporary, American, Novels, Horror, Literary Fiction, Thriller"
1465.0,0.146,The Unhoneymooners,Christina Lauren,3.94,715427,69225,"Romance, Contemporary, Fiction, Contemporary Romance, Adult, Chick Lit, Audiobook"
1539.0,0.144,Wintersong,S. Jae-Jones,3.53,30843,5730,"Fantasy, Young Adult, Romance, Retellings, Young Adult Fantasy, Fiction, New Adult"
9696.0,0.144,"Billy Budd, Sailor",Herman Melville,3.16,17330,1216,"Classics, Fiction, Literature, Historical Fiction, American, 19th Century, School"
11887.0,0.143,Seeds of Yesterday,V.C. Andrews,3.83,39696,1102,"Fiction, Horror, Young Adult, Romance, Gothic, Drama, Thriller"
6288.0,0.143,This Alien Shore,C.S. Friedman,4.05,3869,285,"Science Fiction, Fiction, Space Opera, Fantasy, Science Fiction Fantasy, Cyberpunk, Aliens"
9930.0,0.143,The Summer Without Men,Siri Hustvedt,3.44,11132,1200,"Fiction, Contemporary, Feminism, Literary Fiction, American, The United States Of America, Novels"
8083.0,0.142,"The Snake, the Crocodile and the Dog",Elizabeth Peters,4.21,13186,547,"Mystery, Historical Fiction, Fiction, Historical, Egypt, Historical Mystery, Adventure"
2464.0,0.14,The Talisman,Stephen King,4.12,124743,4608,"Horror, Fantasy, Fiction, Thriller, Adventure, Mystery, Supernatural"
1314.0,0.139,The Training of Kate,Khul Waters,4.63,46,31,Erotica
11701.0,0.139,Better Homes and Gardens New Cook Book,Better Homes and Gardens,4.14,132813,590,"Cookbooks, Cooking, Nonfiction, Food, Reference, Culinary, Foodie"
2669.0,0.138,Arouse,Nina Lane,4.01,15377,1572,"Romance, Contemporary Romance, Contemporary, Erotica, Adult, New Adult, Erotic Romance"
4939.0,0.137,Mr. Psychic,Dermot Davis,4.04,89,14,"Romance, Fiction, Contemporary"
11176.0,0.137,1421: The Year China Discovered America,Gavin Menzies,3.61,14385,1186,"History, Nonfiction, China, Historical, Asia, World History, Travel"
4902.0,0.136,The Master and Margarita,Mikhail Bulgakov,4.29,327444,18477,"Classics, Fiction, Russia, Fantasy, Russian Literature, Magical Realism, Literature"
9456.0,0.135,The Shadow Box,Luanne Rice,4.21,48430,2765,"Thriller, Mystery, Fiction, Mystery Thriller, Suspense, Crime, Contemporary"
10618.0,0.134,Hogfather,Terry Pratchett,4.25,90120,3430,"Fantasy, Fiction, Humor, Comedy, Christmas, Science Fiction Fantasy, Audiobook"
7338.0,0.132,The Wanting Seed,Anthony Burgess,3.73,6151,410,"Fiction, Science Fiction, Dystopia, Classics, Literature, British Literature, Novels"
12444.0,0.132,The Last Time I Lied,Riley Sager,4.05,134943,15467,"Thriller, Mystery, Mystery Thriller, Fiction, Audiobook, Adult, Suspense"
7141.0,0.131,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,4.02,313092,15486,"Nonfiction, Christian, Religion, Inspirational, Memoir, Biography, Spirituality"
10129.0,0.131,Nikola Tesla: Imagination and the Man That Invented the 20th Century,Sean Patrick,3.87,29030,1362,"Biography, Nonfiction, History, Science, Historical, Biography Memoir, Self Help"
10606.0,0.131,Even Cowgirls Get the Blues,Tom Robbins,3.78,53637,2080,"Fiction, Humor, Novels, Literature, Magical Realism, Contemporary, Literary Fiction"
6906.0,0.131,The Light We Carry: Overcoming in Uncertain Times,Michelle Obama,4.28,59433,5949,"Nonfiction, Memoir, Audiobook, Self Help, Biography, Biography Memoir, Politics"
