timestamp,gpu_usage,gpu_memory
1743017934.7821653,2.9478162715985063,679.0
1743017935.8105147,2.9478162715985063,679.0
1743017936.838885,2.9478162715985063,679.0
1743017937.865644,2.9478162715985063,679.0
1743017938.924945,2.9478162715985063,679.0
1743017939.9707258,2.9478162715985063,679.0
1743017941.0271823,2.9478162715985063,679.0
1743017942.08887,2.9478162715985063,679.0
1743017943.1307883,2.9478162715985063,679.0
1743017944.1632538,2.9478162715985063,679.0
1743017945.2000098,2.9478162715985063,679.0
1743017946.2323465,2.9478162715985063,679.0
1743017947.2646768,2.9478162715985063,679.0
1743017948.2975764,2.9478162715985063,679.0
1743017949.3398833,2.9478162715985063,679.0
1743017950.3794053,2.9478162715985063,679.0
1743017951.4168358,2.9478162715985063,679.0
1743017952.4545183,2.9478162715985063,679.0
1743017953.4960358,2.9478162715985063,679.0
1743017954.5287066,2.9478162715985063,679.0
1743017955.5610983,2.9478162715985063,679.0
1743017956.5952735,2.9478162715985063,679.0
1743017957.6342268,2.9478162715985063,679.0
1743017958.6663973,2.9478162715985063,679.0
1743017959.6988993,2.9478162715985063,679.0
1743017960.7345648,2.9478162715985063,679.0
1743017961.7606778,2.9478162715985063,679.0
1743017962.7999232,2.9478162715985063,679.0
1743017963.8362465,2.9478162715985063,679.0
1743017964.873091,2.9478162715985063,679.0
1743017965.9107456,2.9478162715985063,679.0
1743017966.9494863,2.9478162715985063,679.0
1743017967.9823909,2.9478162715985063,679.0
1743017969.0172255,2.9478162715985063,679.0
1743017970.0512261,2.9478162715985063,679.0
1743017971.0874217,2.9478162715985063,679.0
1743017972.1209397,2.9478162715985063,679.0
1743017973.1540205,2.9478162715985063,679.0
1743017974.1895428,2.9478162715985063,679.0
1743017975.2248628,2.9478162715985063,679.0
1743017976.258484,2.9478162715985063,679.0
1743017977.2918084,2.9478162715985063,679.0
1743017978.3280098,2.9478162715985063,679.0
1743017979.3641937,2.9478162715985063,679.0
1743017980.3979454,2.9478162715985063,679.0
1743017981.4320757,2.9478162715985063,679.0
1743017982.462385,2.9478162715985063,679.0
1743017983.4903,2.9478162715985063,679.0
1743017984.52125,2.9478162715985063,679.0
1743017985.5470471,2.9478162715985063,679.0
1743017986.5740542,2.9478162715985063,679.0
1743017987.6015377,2.9478162715985063,679.0
1743017988.6280107,2.9478162715985063,679.0
1743017989.6541839,2.9478162715985063,679.0
1743017990.6805787,2.9478162715985063,679.0
1743017991.7068028,2.9478162715985063,679.0
1743017992.734334,2.9478162715985063,679.0
1743017993.7605832,2.9478162715985063,679.0
1743017994.786439,2.9478162715985063,679.0
1743017995.8125434,2.9478162715985063,679.0
1743017996.8399973,2.9478162715985063,679.0
1743017997.8674495,2.9478162715985063,679.0
1743017998.8970025,2.9478162715985063,679.0
1743017999.9225626,2.9478162715985063,679.0
1743018000.9481633,2.9478162715985063,679.0
1743018001.9765623,2.9478162715985063,679.0
1743018003.002008,2.9478162715985063,679.0
1743018004.0288284,2.9478162715985063,679.0
1743018005.0553496,2.9478162715985063,679.0
1743018006.081305,2.9478162715985063,679.0
1743018007.1070938,2.9478162715985063,679.0
1743018008.1347005,2.9478162715985063,679.0
1743018009.1605294,2.9478162715985063,679.0
