timestamp,gpu_usage,gpu_memory
1742745229.3936033,2.4615785360771034,567.0
1742745230.437442,2.4615785360771034,567.0
1742745231.4701881,2.4615785360771034,567.0
1742745232.5011292,2.4615785360771034,567.0
1742745233.5395043,2.4615785360771034,567.0
1742745234.57124,2.4615785360771034,567.0
1742745235.60732,2.4615785360771034,567.0
1742745236.6464288,2.4615785360771034,567.0
1742745237.6866357,2.4615785360771034,567.0
1742745238.7267826,2.4615785360771034,567.0
1742745239.7611804,2.4615785360771034,567.0
1742745240.794472,2.4615785360771034,567.0
1742745241.8275182,2.4615785360771034,567.0
1742745242.8626645,2.4615785360771034,567.0
1742745243.8886404,2.4615785360771034,567.0
1742745244.9148066,2.4615785360771034,567.0
1742745245.9405184,2.4615785360771034,567.0
1742745246.9661903,2.4615785360771034,567.0
1742745247.9911642,2.4615785360771034,567.0
1742745249.0182917,2.4615785360771034,567.0
1742745250.0436783,2.4615785360771034,567.0
1742745251.068826,2.4615785360771034,567.0
