book_index,similarity_score,title,author,rating,no_of_ratings,no_of_reviews,genres
79.0,0.352,The Serpent's Shadow,Rick Riordan,4.28,154436,6479,"Fantasy, Mythology, Young Adult, Middle Grade, Fiction, Adventure, Magic"
5973.0,0.279,Missing Pieces,Meredith Tate,4.01,326,63,"Dystopia, New Adult, Romance, Young Adult, Fiction, Abuse, High School"
10515.0,0.233,How We Decide,Jonah Lehrer,3.84,40392,1540,"Nonfiction, Psychology, Science, Business, Self Help, Neuroscience, Economics"
9752.0,0.221,Simple Genius,David Baldacci,3.98,42311,2001,"Fiction, Mystery, Thriller, Crime, Suspense, Mystery Thriller, Audiobook"
11622.0,0.218,Union Street,Pat Barker,3.98,1393,126,"Fiction, Historical Fiction, Literary Fiction, Novels, Female Authors, Historical, Literature"
11193.0,0.218,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,Shawn Achor,4.14,36686,2762,"Nonfiction, Psychology, Self Help, Business, Personal Development, Leadership, Audiobook"
7445.0,0.213,King John,William Shakespeare,3.36,6912,606,"Plays, Classics, Drama, Fiction, Historical Fiction, Literature, Theatre"
11652.0,0.209,Anatomy of a Scandal,Sarah Vaughan,3.68,38649,3760,"Fiction, Mystery, Thriller, Mystery Thriller, Crime, Audiobook, Contemporary"
10356.0,0.206,The Hunchback of Notre-Dame,Victor Hugo,4.01,194732,6912,"Classics, Fiction, Historical Fiction, France, Literature, French Literature, Gothic"
8537.0,0.203,The Dreamer,Scott  Massey,4.28,18,5,
8792.0,0.199,The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you,Rob  Fitzpatrick,4.36,9235,931,"Business, Nonfiction, Entrepreneurship, Design, Psychology, Management, Communication"
9447.0,0.194,Passionate Intention,Belinda Vale,4.46,147,6,"Fiction, Drama, Novels"
9963.0,0.194,Undercover Alien,Barbara Romo,4.88,8,4,Romance
9731.0,0.19,The Unicorn Hunt,Dorothy Dunnett,4.42,2050,98,"Historical Fiction, Historical, Fiction, Scotland, Adventure, Audiobook, Romance"
5813.0,0.189,The Timekeeper,Jordana Barber,3.49,45,12,"Fantasy, Paranormal, Young Adult, Dragons"
10360.0,0.188,Wild Swans: Three Daughters of China,Jung Chang,4.27,109255,6982,"Nonfiction, History, China, Biography, Memoir, Asia, Historical"
1951.0,0.187,Fancy Pants,Cathy Marie Hake,4.02,7275,466,"Christian Fiction, Romance, Historical Fiction, Christian, Historical, Fiction, Christian Romance"
2908.0,0.186,Chase the Dark,Annette Marie,4.18,13308,978,"Fantasy, Urban Fantasy, Paranormal, Romance, Young Adult, Demons, Magic"
12242.0,0.186,"Go, Dog. Go!",P.D. Eastman,4.13,89697,1837,"Childrens, Picture Books, Fiction, Classics, Animals, Dogs, Kids"
7034.0,0.185,The Coldest Winter: America and the Korean War,David Halberstam,4.21,8423,807,"History, Nonfiction, War, Military Fiction, Military History, American History, Politics"
6432.0,0.185,The Sister of the South,Emily Rodda,4.08,5235,120,"Fantasy, Dragons, Fiction, Adventure, Childrens, Young Adult, Middle Grade"
9623.0,0.183,To Sell is Human: The Surprising Truth About Moving Others,Daniel H. Pink,3.88,23675,1534,"Business, Nonfiction, Psychology, Leadership, Self Help, Personal Development, Buisness"
3667.0,0.183,After Hours,Cara McKenna,3.86,6432,771,"Romance, Erotica, Contemporary Romance, Contemporary, BDSM, Erotic Romance, Adult"
1554.0,0.18,Dreams and Sioux Nights,Richard   Schwindt,5.0,1,1,
11682.0,0.178,A Christmas Carol / The Chimes / The Cricket on the Hearth,Charles Dickens,4.14,57896,545,"Classics, Fiction, Christmas, Short Stories, Literature, Fantasy, Victorian"
10997.0,0.178,A Girl of the Limberlost,Gene Stratton-Porter,4.16,20334,1735,"Classics, Fiction, Young Adult, Historical Fiction, Romance, Childrens, Historical"
2094.0,0.178,The Dread,Gail Z. Martin,4.15,1804,49,"Fantasy, Epic Fantasy, Magic, Fiction, High Fantasy, Science Fiction Fantasy, Dark Fantasy"
10866.0,0.177,Bane of the Innocent,Oliver Phipps,4.55,125,41,
