book_index,similarity_score,title,author,rating,no_of_ratings,no_of_reviews,genres
7645.0,0.997,The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.3,288876.0,8800.0,"Classics, Mystery, Fiction, Short Stories, Crime, Detective, Mystery Thriller"
8391.0,0.997,"The Sandman, Vol. 6: Fables & Reflections",Neil Gaiman,4.42,57087.0,1885.0,"Graphic Novels, Comics, Fantasy, Fiction, Graphic Novels Comics, Horror, Comic Book"
5216.0,0.997,Fate and Fury,Quinn Loftis,4.49,10943.0,577.0,"Paranormal, Werewolves, Fantasy, Young Adult, Romance, Shapeshifters, Wolves"
12267.0,0.997,The Essential Rumi,Rumi,4.39,45924.0,1330.0,"Poetry, Classics, Spirituality, Philosophy, Religion, Nonfiction, Islam"
9704.0,0.997,PRAYERS & POETRY,Rashawn Johnson,4.75,4.0,0.0,
12489.0,0.996,"Kiss Me, Judas",Will Christopher Baer,3.8,4371.0,278.0,"Fiction, Mystery, Noir, Crime, Thriller, Contemporary, Novels"
4869.0,0.996,Once Upon a Marigold,Jean Ferris,4.0,24552.0,1657.0,"Fantasy, Young Adult, Romance, Fairy Tales, Middle Grade, Fiction, Childrens"
548.0,0.996,Second Foundation,Isaac Asimov,4.27,176586.0,3987.0,"Science Fiction, Fiction, Classics, Science Fiction Fantasy, Space Opera, Fantasy, Novels"
600.0,0.996,Hagridden,Samuel Snoek-Brown,4.23,90.0,40.0,"Historical Fiction, Fiction"
7092.0,0.996,The Tattooist of Auschwitz,Heather   Morris,4.29,841352.0,52627.0,"Historical Fiction, Fiction, Historical, Audiobook, World War II, Holocaust, Romance"
9356.0,0.996,A Matter of Trust,Judi McCoy,4.16,19.0,4.0,
10846.0,0.996,The Broken Wings,Kahlil Gibran,3.95,23339.0,3005.0,"Classics, Poetry, Fiction, Romance, Novels, Philosophy, Literature"
4740.0,0.996,Saving the World and Other Extreme Sports,James Patterson,4.14,92631.0,2802.0,"Young Adult, Fantasy, Science Fiction, Fiction, Adventure, Paranormal, Action"
6768.0,0.996,Dreaming of Beauty,Kristen White,2.29,14.0,7.0,"Young Adult, Fairy Tales, Fantasy"
