book_index,similarity_score,title,author,rating,no_of_ratings,no_of_reviews,genres
7033.0,0.9700000286102296,The Blade Artist,Irvine Welsh,3.82,6925.0,451.0,"Fiction, Thriller, Crime, Mystery, Contemporary, Scotland, Novels"
11192.0,0.9700000286102296,Villa Incognito,Tom Robbins,3.68,18564.0,770.0,"Fiction, Humor, Literature, Magical Realism, Novels, Contemporary, American"
8004.0,0.9670000076293944,"Loves Music, Loves to Dance",Mary Higgins Clark,3.93,28530.0,981.0,"Mystery, Fiction, Suspense, Thriller, Mystery Thriller, Crime, Adult"
5363.0,0.9629999995231628,"Girl, Missing",Sophie McKenzie,3.85,15609.0,1077.0,"Young Adult, Mystery, Fiction, Thriller, Contemporary, Crime, Mystery Thriller"
726.0,0.962000012397766,Out Stealing Horses,Per Petterson,3.8,34412.0,4576.0,"Fiction, Historical Fiction, Scandinavian Literature, Novels, Literary Fiction, Book Club, Contemporary"
2244.0,0.9610000252723694,Savage Longings,Cassie Edwards,4.32,144.0,3.0,"Romance, Historical Romance, Historical, Westerns, Western Romance, Historical Fiction"
5116.0,0.959999978542328,The Distance Between Us,Kasie West,3.91,76440.0,7843.0,"Romance, Young Adult, Contemporary, Chick Lit, Realistic Fiction, Young Adult Contemporary, Fiction"
11768.0,0.959999978542328,Raising Steam,Terry Pratchett,4.0,38858.0,2952.0,"Fantasy, Fiction, Humor, Comedy, Audiobook, Science Fiction Fantasy, Steampunk"
72.0,0.9589999914169312,A Gracious Enemy,Michael G. Kramer,4.33,1491.0,10.0,"War, History, Nonfiction, Epic, Contemporary"
11621.0,0.9589999914169312,Beginner's Luck,Laura Pedersen,3.87,548.0,88.0,"Fiction, Young Adult, Chick Lit, Coming Of Age, Contemporary, Adult Fiction, Adult"
36.0,0.9570000171661376,The Mosquito Bowl: A Game of Life and Death in World War II,Buzz Bissinger,3.84,2392.0,317.0,"Nonfiction, History, Sports, World War II, War, Military Fiction, Football"
13124.0,0.9570000171661376,Finger Lickin' Fifteen,Janet Evanovich,4.01,88083.0,4418.0,"Mystery, Fiction, Humor, Chick Lit, Romance, Crime, Mystery Thriller"
9376.0,0.9570000171661376,Dark Stranger: The Dream,I.T. Lucas,3.76,17006.0,1038.0,"Paranormal, Romance, Fantasy, Paranormal Romance, Vampires, Urban Fantasy, Fiction"
1366.0,0.9559999704360962,The Angel of Innisfree,Patrick F. Rooney,4.49,59.0,17.0,"Fiction, Historical Fiction"
10846.0,0.9559999704360962,The Broken Wings,Kahlil Gibran,3.95,23339.0,3005.0,"Classics, Poetry, Fiction, Romance, Novels, Philosophy, Literature"
600.0,0.9559999704360962,Hagridden,Samuel Snoek-Brown,4.23,90.0,40.0,"Historical Fiction, Fiction"
1764.0,0.9549999833106996,Beautiful Chaos,Kami Garcia,3.92,100965.0,4855.0,"Fantasy, Young Adult, Paranormal, Romance, Magic, Fiction, Supernatural"
11462.0,0.9549999833106996,Supergirl Mixtapes,Meagan Brothers,3.5,460.0,95.0,"Young Adult, Music, Contemporary, New York, Realistic Fiction, High School, Teen"
10030.0,0.9549999833106996,"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Life in Organisms, Cities, Economies, and Companies",Geoffrey B. West,4.12,4666.0,562.0,"Science, Nonfiction, Economics, Business, Biology, Physics, Philosophy"
7591.0,0.9549999833106996,Love Comes Softly,Janette Oke,4.25,41341.0,1568.0,"Christian Fiction, Romance, Historical Fiction, Christian, Fiction, Historical, Historical Romance"
7320.0,0.9549999833106996,The Casual Vacancy,J.K. Rowling,3.3,324829.0,32358.0,"Fiction, Contemporary, Mystery, Adult, Adult Fiction, Drama, Unfinished"
9090.0,0.9549999833106996,Drama Kings: The Men Who Drive Strong Women Crazy,Dalma Heyn,3.27,30.0,7.0,"Psychology, Nonfiction"
12022.0,0.9549999833106996,The Pity of It All: A Portrait of the German-Jewish Epoch 1743-1933,Amos Elon,4.34,748.0,95.0,"History, Nonfiction, Germany, Jewish, Judaism, Religion, European History"
6203.0,0.9539999961853028,City of Angels,James Scott Bell,4.17,2126.0,161.0,"Christian Fiction, Historical Fiction, Christian, Fiction, Historical, Romance, Mystery"
10979.0,0.9539999961853028,How to Have Confidence and Power in Dealing with People,Les Giblin,4.26,13393.0,226.0,"Self Help, Business, Nonfiction, Psychology, Communication, Leadership, Personal Development"
