book_index,similarity_score,title,author,rating,no_of_ratings,no_of_reviews,genres
189.0,0.9739999771118164,Dreams of Winter,Christian Warren Freed,4.35,548.0,32.0,"Contemporary, Epic, Fantasy, Fiction, Drama"
6749.0,0.9729999899864196,Gathering the Indigo Maidens,Cecilia VelÃÂ¡stegui,4.28,29.0,6.0,
2233.0,0.9710000157356262,The Falcon at the Portal,Elizabeth Peters,4.24,10524.0,444.0,"Mystery, Historical Fiction, Fiction, Historical, Egypt, Historical Mystery, Adventure"
894.0,0.968999981880188,The Spark,Sylvie Stewart,4.3,1740.0,222.0,"Romance, Contemporary, New Adult, Contemporary Romance, Humor, Chick Lit, Fiction"
9053.0,0.9670000076293944,She is New York: A collection of poems on New York City,Rachita Ramya,4.82,11.0,6.0,
11881.0,0.9670000076293944,Lady Sings the Blues,Billie Holiday,4.04,5970.0,449.0,"Music, Nonfiction, Biography, Memoir, Autobiography, Jazz, History"
9975.0,0.9670000076293944,At the Water's Edge,Sara Gruen,3.68,80542.0,8929.0,"Historical Fiction, Fiction, Romance, Historical, Audiobook, Scotland, World War II"
2690.0,0.9660000205039978,Bite Club,Rachel Caine,4.21,30375.0,1241.0,"Vampires, Young Adult, Paranormal, Fantasy, Urban Fantasy, Romance, Supernatural"
9744.0,0.9660000205039978,"The Fate of Food: What We'll Eat in a Bigger, Hotter, Smarter World",Amanda Little,4.15,1620.0,252.0,"Nonfiction, Food, Science, Environment, Climate Change, Health, Sustainability"
3018.0,0.9660000205039978,Inheritance,Christopher Paolini,4.13,259094.0,11377.0,"Fantasy, Young Adult, Fiction, Dragons, Magic, Adventure, High Fantasy"
3868.0,0.9660000205039978,Just Breathe,Kendall Grey,4.29,788.0,88.0,"Urban Fantasy, Romance, Fantasy, Paranormal, Paranormal Romance, Adult, Supernatural"
5536.0,0.9660000205039978,How to Date Dead Guys,Ann M. Noser,3.84,309.0,144.0,"Paranormal, Fantasy, New Adult, Witches, Romance, Urban Fantasy, Young Adult"
12361.0,0.9660000205039978,Asterix the Gaul,RenÃÂ© Goscinny,4.18,28110.0,739.0,"Comics, Graphic Novels, Bande DessinÃÂ©e, Fiction, Humor, France, Historical Fiction"
4689.0,0.9649999737739564,How to Resist Prince Charming,Linda Kage,3.79,1592.0,128.0,"Romance, New Adult, Contemporary, Contemporary Romance, Adult, Erotica, Erotic Romance"
13250.0,0.9649999737739564,A Kidnapping in Milan: The CIA on Trial,Steve Hendricks,3.43,76.0,14.0,"Nonfiction, History, International, Terrorism"
8986.0,0.9639999866485596,Pieces of My Sister's Life,Elizabeth Joy Arnold,3.59,1919.0,246.0,"Fiction, Chick Lit, Womens Fiction, Contemporary, Drama, Womens, Literary Fiction"
5736.0,0.9639999866485596,Hawkmistress!,Marion Zimmer Bradley,3.99,4399.0,109.0,"Fantasy, Science Fiction, Fiction, Science Fiction Fantasy, Speculative Fiction, Adventure, Paranormal"
5781.0,0.9639999866485596,The Blackberry Bush,David Housholder,3.23,343.0,91.0,"Historical Fiction, Fiction, Young Adult, Christian Fiction, Historical, Christian, Contemporary"
