timestamp,memory_usage
1742745073.9424875,760.7734375
1742745074.9444795,1094.4453125
1742745075.9460304,1119.47265625
1742745076.947552,1119.921875
1742745077.9489005,1120.8203125
1742745078.950362,1121.4140625
1742745079.9519098,1122.078125
1742745080.9528954,1129.078125
1742745081.954396,1129.74609375
1742745082.9558861,1130.18359375
1742745083.9569297,1130.83984375
1742745084.9576697,1131.50390625
1742745085.9591954,1132.33203125
1742745086.9606807,1138.78125
1742745087.9621596,1138.78125
1742745088.9629996,1138.78125
1742745089.9644423,1138.78125
1742745090.9659393,1138.78125
1742745091.9673781,1138.78125
1742745092.9688692,1138.78125
1742745093.97031,1138.78125
