book_index,similarity_score,title,author,rating,no_of_ratings,no_of_reviews,genres
10576.0,0.58,Words are our Sorcery,Karl Wiggins,4.53,137.0,2.0,"Writing, Poetry, New Age, Cooking"
8962.0,0.538,Grave Secrets,Kathy Reichs,3.98,33789.0,1052.0,"Mystery, Crime, Fiction, Thriller, Mystery Thriller, Suspense, Audiobook"
5864.0,0.524,Dustwalker,Tiffany Roberts,4.2,2198.0,470.0,"Romance, Science Fiction, Dystopia, Post Apocalyptic, Science Fiction Romance, Fantasy, Fantasy Romance"
8018.0,0.52,The Voyage of the Dawn Treader,C.S. Lewis,4.09,453853.0,9945.0,"Fantasy, Fiction, Classics, Young Adult, Childrens, Adventure, Christian"
10976.0,0.511,La casa de Bernarda Alba,Federico GarcÃÂ­a Lorca,3.84,32711.0,1639.0,"Plays, Classics, Spanish Literature, Drama, Theatre, Fiction, School"
11660.0,0.507,The Shadow of What Was Lost,James  Islington,4.14,46134.0,4272.0,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Adult, Magic, Audiobook"
11002.0,0.504,The Brutal Telling,Louise Penny,4.23,76617.0,6085.0,"Mystery, Fiction, Audiobook, Crime, Canada, Mystery Thriller, Adult"
10705.0,0.503,Angel Devil,Julie Mannino,4.42,36.0,11.0,"Romance, Fantasy"
10865.0,0.503,Mason & Dixon,Thomas Pynchon,4.11,10868.0,1018.0,"Fiction, Historical Fiction, Literature, Novels, American, Classics, Literary Fiction"
12164.0,0.502,Linked,Hope Welsh,3.49,190.0,45.0,"Paranormal, Romance, Paranormal Romance, Amazon, Fiction"
13239.0,0.501,The Secret Behind the Cross and Crucifix,Nwaocha Ogechukwu,4.48,21.0,7.0,"Historical, Religion"
11228.0,0.501,Magic Alex and the Secret History of Rock and Roll,Harry F. MacDonald,4.26,534.0,10.0,"Contemporary, Fiction, Drama, Novels"
9121.0,0.501,The Perfect Son,Barbara Claypole White,3.98,13401.0,1067.0,"Fiction, Contemporary, Chick Lit, Family, Womens Fiction, Adult Fiction, Drama"
11460.0,0.5,Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,Gordon B. Hinckley,4.6,14374.0,763.0,"Religion, Nonfiction, Lds, Church, Self Help, Inspirational, Spirituality"
7740.0,0.498,"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",David McRaney,3.86,34553.0,2233.0,"Nonfiction, Psychology, Science, Self Help, Sociology, Audiobook, Philosophy"
10772.0,0.496,Sputnik Sweetheart,Haruki Murakami,3.83,148034.0,10170.0,"Fiction, Japan, Japanese Literature, Magical Realism, Contemporary, Romance, Novels"
59.0,0.494,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,4.43,143168.0,12105.0,"Nonfiction, Psychology, Self Help, Mental Health, Health, Science, Audiobook"
12624.0,0.493,Medea and Other Plays,Euripides,4.01,17903.0,411.0,"Classics, Plays, Drama, Mythology, Fiction, Literature, Theatre"
12953.0,0.491,A Perfect Spy,John le CarrÃÂ©,3.99,20058.0,1078.0,"Fiction, Espionage, Thriller, Mystery, Spy Thriller, Crime, Mystery Thriller"
6706.0,0.486,Music Box Danseur,Marlene K. Slade,3.55,22.0,4.0,"M M Romance, Contemporary, LGBT, Romance"
12556.0,0.483,The Escape Room,Megan Goldin,3.84,36167.0,5866.0,"Thriller, Mystery, Fiction, Mystery Thriller, Suspense, Audiobook, Adult"
12591.0,0.48,The Big Leap: Conquer Your Hidden Fear and Take Life to the Next Level,Gay Hendricks,3.99,15609.0,1171.0,"Self Help, Nonfiction, Business, Personal Development, Psychology, Leadership, Audiobook"
12648.0,0.476,The Return of the Native,Thomas Hardy,3.87,37636.0,1921.0,"Classics, Fiction, Literature, 19th Century, Victorian, British Literature, Historical Fiction"
11508.0,0.476,The Starving Heart,Lydia West,4.28,25.0,3.0,Science Fiction
