timestamp,gpu_usage,gpu_memory
1746044958.91543,7.627854475992011,1757.0
1746044959.9486716,7.627854475992011,1757.0
1746044960.9813948,7.627854475992011,1757.0
1746044962.0120146,7.627854475992011,1757.0
1746044963.044408,7.627854475992011,1757.0
1746044964.0778804,7.627854475992011,1757.0
1746044965.1101193,7.627854475992011,1757.0
1746044966.1405149,7.627854475992011,1757.0
1746044967.1746335,7.627854475992011,1757.0
1746044968.2172055,7.627854475992011,1757.0
1746044969.248727,7.627854475992011,1757.0
1746044970.2802758,7.627854475992011,1757.0
1746044971.3179834,7.627854475992011,1757.0
1746044972.3520644,7.627854475992011,1757.0
1746044973.3836958,7.627854475992011,1757.0
1746044974.4183078,7.627854475992011,1757.0
1746044975.4516068,7.627854475992011,1757.0
1746044976.4839973,7.627854475992011,1757.0
1746044977.5174925,7.627854475992011,1757.0
1746044978.5495145,7.627854475992011,1757.0
1746044979.58338,7.627854475992011,1757.0
1746044980.616761,7.627854475992011,1757.0
1746044981.6535916,7.627854475992011,1757.0
1746044982.6875114,7.627854475992011,1757.0
1746044983.720624,7.627854475992011,1757.0
1746044984.7542045,7.627854475992011,1757.0
1746044985.7859526,7.627854475992011,1757.0
1746044986.817049,7.627854475992011,1757.0
1746044987.8535159,7.627854475992011,1757.0
1746044988.887396,7.627854475992011,1757.0
1746044989.9195216,7.627854475992011,1757.0
1746044990.9538307,7.627854475992011,1757.0
1746044991.9890769,7.627854475992011,1757.0
1746044993.0237343,7.627854475992011,1757.0
1746044994.057225,7.627854475992011,1757.0
1746044995.0915952,7.627854475992011,1757.0
1746044996.1296048,7.627854475992011,1757.0
1746044997.1985595,7.627854475992011,1757.0
1746044998.23186,7.627854475992011,1757.0
1746044999.2674448,7.627854475992011,1757.0
1746045000.2997932,7.627854475992011,1757.0
1746045001.3347838,7.627854475992011,1757.0
1746045002.3702302,7.627854475992011,1757.0
1746045003.4114304,7.627854475992011,1757.0
1746045004.4478295,7.627854475992011,1757.0
1746045005.4818494,7.627854475992011,1757.0
1746045006.5164738,7.627854475992011,1757.0
1746045007.549745,7.627854475992011,1757.0
1746045008.5850916,7.627854475992011,1757.0
1746045009.618286,7.627854475992011,1757.0
1746045010.6520402,7.627854475992011,1757.0
1746045011.6921003,7.627854475992011,1757.0
1746045012.7253404,7.627854475992011,1757.0
1746045013.7601004,7.627854475992011,1757.0
1746045014.794258,7.627854475992011,1757.0
1746045015.8271906,7.627854475992011,1757.0
1746045016.8633277,7.627854475992011,1757.0
1746045017.8981154,7.627854475992011,1757.0
1746045018.932183,7.627854475992011,1757.0
1746045019.9663575,7.627854475992011,1757.0
1746045021.0035238,7.627854475992011,1757.0
1746045022.0414064,7.627854475992011,1757.0
1746045023.076475,7.627854475992011,1757.0
1746045024.111168,7.627854475992011,1757.0
1746045025.1442666,7.627854475992011,1757.0
1746045026.1796358,7.627854475992011,1757.0
1746045027.214902,7.627854475992011,1757.0
1746045028.2485235,7.627854475992011,1757.0
1746045029.282812,7.627854475992011,1757.0
1746045030.3201532,7.627854475992011,1757.0
1746045031.35932,7.627854475992011,1757.0
1746045032.3944323,7.627854475992011,1757.0
1746045033.4285405,7.627854475992011,1757.0
1746045034.4634418,7.627854475992011,1757.0
1746045035.4982429,7.627854475992011,1757.0
1746045036.5336592,7.627854475992011,1757.0
1746045037.5670705,7.627854475992011,1757.0
1746045038.6019588,7.627854475992011,1757.0
1746045039.6359792,7.627854475992011,1757.0
1746045040.6729162,7.627854475992011,1757.0
1746045041.7076662,7.627854475992011,1757.0
1746045042.742154,7.627854475992011,1757.0
1746045043.7776194,7.627854475992011,1757.0
1746045044.8148205,7.627854475992011,1757.0
1746045045.8506455,7.627854475992011,1757.0
1746045046.885612,7.627854475992011,1757.0
1746045047.9202826,7.627854475992011,1757.0
1746045048.9560297,7.627854475992011,1757.0
1746045049.9930165,7.627854475992011,1757.0
1746045051.0287445,7.627854475992011,1757.0
1746045052.0641482,7.627854475992011,1757.0
1746045053.0989258,7.627854475992011,1757.0
1746045054.135051,7.627854475992011,1757.0
1746045055.1692567,7.627854475992011,1757.0
1746045056.2006748,7.627854475992011,1757.0
1746045057.228276,7.627854475992011,1757.0
1746045058.2537265,7.627854475992011,1757.0
