algorithm,elapsed_time,iterations_done,total_iterations,iterations_per_second,book_index,similarity_score,,book_title,recommended_description
,,,,,986.0,0.271,,Stolen Lives: Twenty Years in a Desert Jail,"A gripping memoir that reads like a political thriller--the story of Malika Oufkir's turbulent and remarkable life. Born in 1953, Malika Oufkir was the eldest daughter of General Oufkir, the King of Morocco's closest aide. Adopted by the king at the age of five, Malika spent most of her childhood and adolescence in the seclusion of the court harem, one of the most eligible heiresses in the kingdom, surrounded by luxury and extraordinary privilege. Then, on August 16, 1972, her father was arrested and executed after an attempt to assassinate the king. Malika, her five younger brothers and sisters. and her mother were immediately imprisoned in a desert penal colony. After fifteen years, the last ten of which they spent locked up in solitary cells, the Oufkir children managed to dig a tunnel with their bare hands and make an audacious escape. Recaptured after five days, Malika was finally able to leave Morocco and begin a new life in exile in 1996. A heartrending account in the face of extreme deprivation and the courage with which one family faced its fate, Stolen Lives is an unforgettable story of one woman's journey to freedom."
,,,,,9228.0,0.269,,The Adoration of Jenna Fox,"Who is Jenna Fox? Seventeen-year-old Jenna has been told that is her name. She has just awoken from a coma, they tell her, and she is still recovering from a terrible accident in which she was involved a year ago. But what happened before that? Jenna doesn't remember her life. Or does she? And are the memories really hers?This fascinating novel represents a stunning new direction for acclaimed author Mary Pearson. Set in a near future America, it takes readers on an unforgettable journey through questions of bio-medical ethics and the nature of humanity. Mary Pearson's vividly drawn characters and masterful writing soar to a new level of sophistication."
,,,,,6325.0,0.269,,Hissy Fit,"Whether itÃ¢ÂÂs a mystery, sassy womenÃ¢ÂÂs fiction, or a combination of the two, New York Times bestseller Mary Kay Andrews always gives her fans a read to remember. And now sheÃ¢ÂÂs throwing a Hissy Fit, in the best possible sense. A delicious tale of revenge and renovation, Hissy Fit tells of a wronged spitfire whoÃ¢ÂÂs determined to see that the no-good lowdown, lying, cheating varmint of an ex-fiancÃÂ© who ruined her life and her business gets the comeuppance he so richly deservesÃ¢ÂÂ¦even as she struggles to revitalize a broken-down antebellum mansion for a hunky, if slightly odd, local businessman. If you like the novels of Fannie Flagg, Jennifer Crusie, Adriana Trigiani, and Emily Giffin, or are a devoted follower of Rebecca Wells or Jill Conner BrowneÃ¢ÂÂs Sweet Potato Queens, then Mary KayÃ¢ÂÂs Hissy Fit is not to be missed."
,,,,,10851.0,0.269,,A Year Down Yonder,"Mary Alice remembers childhood summers packed with drama. At fifteen, she faces a whole long year with Grandma Dowdel, well known for shaking up her neighbors-and everyone else. All Mary Alice can know for certain is this: when trying to predict how life with Grandma might turn out . . . better not. Move to Awards: New York Times BestsellerAn ALA Notable BookAn ALA Best Book for Young AdultsA BooklistÃÂ Best Book of the YearA School Library JournalÃÂ Best Book of the Year"
,,,,,10233.0,0.268,,Waiting for Time,"Waiting for Time continues the chronicle begun in Random Passage. Readers of Bernice Morgans critically acclaimed first novel will recognize Thomas Hutchings, Mary Bundle, the members of the Andrews family and the rest of life in Cape Random, where people struggle to find their way in a life that offers chance as an only companion."
,,,,,7270.0,0.267,,True Colors,"True Colors is New York Times bestselling author Kristin Hannah's most provocative, compelling, and heart-wrenching story yet. With the luminous writing and unforgettable characters that are her trademarks, she tells the story of three sisters whose once-solid world is broken apart by jealousy, betrayal, and the kind of passion that rarely comes along.The Grey sisters have always been close. After their mother's death, the girls banded together, becoming best friends. Their stern, disapproving father cares less about his children than about his reputation. To Henry Grey, appearances are everything, and years later, he still demands that his daughters reflect his standing in the community.Winona, the oldest, needs her father's approval most of all. An overweight bookworm who never felt at home on the sprawling horse ranch that has been in her family for three generations, she knows that she doesn't have the qualities her father values. But as the best lawyer in town, she's determined to someday find a way to prove her worth to him.Aurora, the middle sister, is the family peacemaker. She brokers every dispute and tries to keep them all happy, even as she hides her own secret pain.Vivi Ann is the undisputed star of the family. A stunningly beautiful dreamer with a heart as big as the ocean in front of her house, she is adored by all who know her. Everything comes easily for Vivi Ann, until a stranger comes to town. . . .In a matter of moments, everything will change. The Grey sisters will be pitted against one another in ways that none could have imagined. Loyalties will be tested and secrets revealed, and a terrible, shocking crime will shatter both their family and their beloved town.With breathtaking pace and penetrating emotional insight, True Colors is an unforgettable novel about sisters, rivalry, forgiveness, redemptionÃ¢ÂÂand ultimately, what it means to be a family."
,,,,,3188.0,0.266,,A Stroke of Midnight,"I am Meredith Gentry, P.I., solving cases in Los Angeles, far from the peril and deception of my real homeÃ¢ÂÂbecause I am also Princess Meredith, heir to the darkest throne faerie has to offer. The Unseelie Court infuses me with its power. But at what price does such magic come? How much of my human side will I have to give up, and how much of the sinister side of faerie will I have to embrace? To sit on a throne that has ruled through bloodshed and violence for centuries, I might have to become that which I dread the most.Enemies watch my every move. My cousin Cel strives to have me killed even now from his prison cell. But not all the assassination attempts are his. Some Unseelie nobles have waited centuries for my aunt Andais, Queen of Air and Darkness, to become weak enough that she might be toppled from her throne. Enemies unforeseen move against usÃ¢ÂÂenemies who would murder the least among us.The threat will drive us to allow human police into faerie for the first time in our history. I need my allies now more than ever, especially since fate will lead me into the arm of Mistral, Master of Storms, the queenÃ¢ÂÂs new captain of her guard. Our passion will reawaken powers long forgotten among the warriors of the sidhe. Pain and pleasure await meÃ¢ÂÂand danger, as well, for some at that court seek only death.I will find new joys with the butterfly-winged demi-fey. My guards and I will show all of faerie that violence and sex are as popular among the sidhe as they are among the lesser fey of our court. The Darkness will weep, and Frost will comfort him. The gentlest of my guards will find new strength and break my heart. Passions undreamed of await usÃ¢ÂÂand my enemies gather, for the future of both courts of faerie begins to unravel."
,,,,,409.0,0.266,,Broken Circle,Alternate cover edition of ISBN 0999428004 (ISBN13: 9780999428009)
,,,,,13264.0,0.265,,The Faerie Queene,"The Faerie Queene was the first epic in English and one of the most influential poems in the language for later poets from Milton to Tennyson. Dedicating his work to Elizabeth I, Spenser brilliantly united medieval romance and renaissance epic to expound the glory of the Virgin Queen. The poem recounts the quests of knights including Sir Guyon, Knight of Constance, who resists temptation, and Artegall, Knight of Justice, whose story alludes to the execution of Mary Queen of Scots. Composed as an overt moral and political allegory, The Faerie Queene, with its dramatic episodes of chivalry, pageantry and courtly love, is also a supreme work of atmosphere, colour and sensuous description."
,,,,,13139.0,0.264,,Thomasina,"By the author of the classic The Snow Goose, a heartbreaking story about a young girl and her most unusual cat, who has magical powers that save her owner's life.Seven-year-old Mary adores her ginger cat, Thomasina, and is crushed when Thomasina falls sick, and MaryÃ¢ÂÂs father, a grim, inflexible man who is the town vet, decrees that the only thing to be done is to put Thomasina down. Mary refuses to speak to her father, and then she herself contracts a life-threatening disease. In the meantime, however, Thomasina has been rescuedÃ¢ÂÂby the mysterious Lori, the Red Witch of the glen. Thomasina is now Tabitha, the descendant of an Egyptian goddess, and she is coming back to seek revenge! Thomasina, like Jenny of The Abandoned, GallicoÃ¢ÂÂs other great feline heroine (Jenny is ThomasinaÃ¢ÂÂs great-aunt), tells her own story in her own way, witty, charming, divine, and sometimes as sharp as an unsheathed claw. Thomasina is a cat for the ages. Thomasina is a sheer delight."
,,,,,3882.0,0.264,,Tess of the D'Urbervilles,"Alternate cover edition of ISBN 9780141439594.When Tess Durbeyfield is driven by family poverty to claim kinship with the wealthy D'Urbervilles and seek a portion of their family fortune, meeting her 'cousin' Alec proves to be her downfall. A very different man, Angel Clare, seems to offer her love and salvation, but Tess must choose whether to reveal her past or remain silent in the hope of a peaceful future."
,,,,,6687.0,0.263,,The Perilous Gard,"In 1558, while exiled by Queen Mary Tudor to a remote castle known as Perilous Gard, young Kate Sutton becomes involved in a series of mysterious events that lead her to an underground world peopled by Fairy FolkÃ¢ÂÂwhose customs are even older than the DruidsÃ¢ÂÂ and include human sacrifice."
,,,,,4734.0,0.262,,Throne of Glass,"An alternative cover edition for this ISBN can be found here.In a land without magic, where the king rules with an iron hand, an assassin is summoned to the castle. She comes not to kill the king, but to win her freedom. If she defeats twenty-three killers, thieves, and warriors in a competition, she is released from prison to serve as the king's champion. Her name is Celaena Sardothien. The Crown Prince will provoke her. The Captain of the Guard will protect her. But something evil dwells in the castle of glassÃ¢ÂÂand it's there to kill. When her competitors start dying one by one, Celaena's fight for freedom becomes a fight for survival, and a desperate quest to root out the evil before it destroys her world."
,,,,,2987.0,0.262,,Devil's Cub,"Duellist and gamester, the young Marquis of Vidal had fairly earned the sobriquet 'Devil's Cub' - a tribute to the wilder excesses of his father, the Duke of Avon.When Mary Challoner discovered Dominic's plans to run away with her lovely sister, she donned cloak and mask in a daring impersonation and found herself bound for France with the most notorious rake in Georgian London.The many admirers of These Old Shades will meet some familiar friends."
,,,,,12642.0,0.262,,When Christ and His Saints Slept,"A.D. 1135. As church bells tolled for the death of England's King Henry I, his barons faced the unwelcome prospect of being ruled by a woman: Henry's beautiful daughter Maude, Countess of Anjou. But before Maude could claim her throne, her cousin Stephen seized it. In their long and bitter struggle, all of England bled and burned.Sharon Kay Penman's magnificent fifth novel summons to life a spectacular medieval tragedy whose unfolding breaks the heart even as it prepares the way for splendors to comeÃ¢ÂÂthe glorious age of Eleanor of Aquitaine and the Plantagenets that would soon illumine the world."
,,,,,7351.0,0.262,,The Dark Tower,"The seventh and final installment of Stephen King's The Dark Tower saga is perhaps the most anticipated book in the author's long career. King began this epic tale about the last gunslinger in the world more than 20 years ago; now he draws its suspenseful story to a close, snapping together the last pieces of his action puzzle and drawing Roland Deschain ever closer to his ultimate goal.Alternate cover edition for ISBN-10: 1416524525; ISBN-13: 9781416524526"
,,,,,6959.0,0.262,,Sharp Objects,"Fresh from a brief stay at a psych hospital, reporter Camille Preaker faces a troubling assignment: she must return to her tiny hometown to cover the unsolved murder of a preteen girl and the disappearance of another. For years, Camille has hardly spoken to her neurotic, hypochondriac mother or to the half-sister she barely knows: a beautiful thirteen-year-old with an eerie grip on the town. Now, installed in her old bedroom in her family's Victorian mansion, Camille finds herself identifying with the young victimsÃ¢ÂÂa bit too strongly. Dogged by her own demons, she must unravel the psychological puzzle of her own past if she wants to get the storyÃ¢ÂÂand survive this homecoming.Librarian's Note: this is an alternate cover edition - ISBN 10: 0307341550 (ISBN 13: 9780307341556)"
,,,,,1787.0,0.26,,How the King of Elfhame Learned to Hate Stories,"An irresistible return to the captivating world of Elfhame.Once upon a time, there was a boy with a wicked tongue.Before he was a cruel prince or a wicked king, he was a faerie child with a heart of stone . Revealing a deeper look into the dramatic life of ElfhameÃ¢ÂÂs enigmatic high king, Cardan, his tale includes delicious details of life before The Cruel Prince, an adventure beyond The Queen of Nothing, and familiar moments from The Folk of the Air trilogy, told wholly from CardanÃ¢ÂÂs perspective.This new installment in the Folk of the Air series is a return to the heart-racing romance, danger, humor, and drama that enchanted readers everywhere. Each chapter is paired with lavish and luminous full-color art, making this the perfect collectorÃ¢ÂÂs item to be enjoyed by both new audiences and old."
,,,,,10346.0,0.259,,The Secret Magdalene,"Raised like sisters, Mariamne and Salome are indulged with riches, position, and learningÃ¢ÂÂa rare thing for females in Jerusalem. But Mariamne has a further gift: an illness has left her with visions; she has the power of prophecy. It is her prophesying that drives the two girls to flee to Egypt, where they study philosophy, mathematics, and astronomy in the Great Library of Alexandria.After seven years they return to a Judaea where many now believe John the Baptizer is the messiah. Salome too begins to believe, but Mariamne, now called Magdalene, is drawn to his cousin, Yeshu'a, a man touched by the divine in the same way she was during her days of illness. Together they speak of sharing their direct experience of God; but Yeshu'a unexpectedly gains a reputation as a healer, and as the ill and the troubled flock to him, he and Magdalene are forced to make a terrible decision.This radical retelling of the greatest story ever told brings Mary Magdalene to lifeÃ¢ÂÂnot as a prostitute or demon-possessedÃ¢ÂÂbut as an educated woman who was truly the ""apostle to the apostles.""From the Hardcover edition."
,,,,,11314.0,0.259,,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers","This is the story of England's most famous, and notorious, king.Henry was a charismatic, ardent - and brash - young lover who married six times; a scholar with a deep love of poetry and music; an energetic hunter who loved the outdoors; a monarch whose lack of a male heir haunted him incessantly; and a ruthless leader who would stop at nothing to achieve his desires. His monumental decision to split from Rome and the Catholic Church was one that would forever shape the religious and political landscape of Britain.Combining magnificent storytelling with an extraordinary grasp of the pleasures and perils of power, Margaret George delivers a vivid portrait of Henry VIII and Tudor England and the powerhouse of players on its stage: Thomas Cromwell, Cardinal Wolsey, Thomas More and Anne Boleyn. It is also a narrative told from an original perspective: Margaret George writes from the King's point of view, injecting irreverent comments from Will Somers - Henry's jester and confidant."
,,,,,1235.0,0.258,,Control Switch On: The Untold Story Of The Most Powerful Man In The World-Ryan Moran-Who Shaped The Planet For Peace,This edition is an alternate cover edition with the same ISBN 1453882030.
,,,,,2911.0,0.255,,"I, the Sun","From palace coups in the lost city of Hattusas to treachery in the Egyptian court of Tutankhamun, I, the Sun, the saga of the Hittite king Suppiluliumas, rings with authenticity and the passion of a world that existed fourteen hundred years before the birth of Christ. They called him Great King, Favorite of the Storm God, the Valiant. He conquered more than forty nations and brought fear and war to the very doorstep of Eighteenth Dynasty Egypt, but he could not conquer the one woman he truly loved."
,,,,,4954.0,0.255,,Seraphina,"Librarian Note: Alternate cover edition for ISBN 9780375866562.In her New York Times bestselling and Morris Award-winning debut, Rachel Hartman introduces mathematical dragons in an alternative-medieval world to fantasy and science-fiction readers of all ages. Four decades of peace have done little to ease the mistrust between humans and dragons in the kingdom of Goredd. Folding themselves into human shape, dragons attend court as ambassadors, and lend their rational, mathematical minds to universities as scholars and teachers. As the treaty's anniversary draws near, however, tensions are high.Seraphina Dombegh has reason to fear both sides. An unusually gifted musician, she joins the court just as a member of the royal family is murderedÃ¢ÂÂin suspiciously draconian fashion. Seraphina is drawn into the investigation, partnering with the captain of the Queen's Guard, the dangerously perceptive Prince Lucian Kiggs. While they begin to uncover hints of a sinister plot to destroy the peace, Seraphina struggles to protect her own secret, the secret behind her musical gift, one so terrible that its discovery could mean her very life."
,,,,,7027.0,0.253,,To Poison a King,"S.G. Prince's new standalone is a breathtaking fantasy about sacrifice, self-discovery, and a girl tasked with saving the very man she aimed to kill.Selene is the youngest daughter in a gifted line of healers, born to serve as the king's royal physician. Yet when Selene's mother Persaphe embroils her in a plot to kill the king, Selene finds herself poisoning the very man she is sworn to protect. Things seem bleak, but there is another problemÃ¢ÂÂthe poison doesnÃ¢ÂÂt work, and the king doesnÃ¢ÂÂt die. Rather, he awakes from his coma paralyzed, aware of the attempt on his life, and furious. With the palace in a state of upheaval and everyone hunting the king's poisoner, Persaphe flees, leaving Selene the task of rehabilitating the man she aimed to kill, all while hiding her true role in his demise. What follows is a journey spanning years and continents, as a king and his servant develop into unlikely friendsÃ¢ÂÂ¦and more. Yet the closer Selene grows to the king, the more her secret weighs on her, as does her growing fear that PersapheÃ¢ÂÂhaving failed to kill him onceÃ¢ÂÂmight return to try again. Author's Note: To Poison a King is an adult standalone fantasy romance featuring a brooding hero and a gifted yet self-conscious healer. The story is written for readers who want to know a character from the inside out, who are in it for the build, who like to watch a transformation take place over time, because that's how you really feel it. I wrote this book from the heart, as true as I could make it. I think it changed me to write it. I hope it changes you, too. - S.G.Content Warning: This book contains reference to attempted suicide, attempted sexual assault, violence, gore, death of an infant, and sex."
,,,,,2007.0,0.251,,The Lady Elizabeth,"Following the tremendous success of her first novel, Innocent Traitor, which recounted the riveting tale of the doomed Lady Jane Grey, acclaimed historian and New York Times bestselling author Alison Weir turns her masterly storytelling skills to the early life of young Elizabeth Tudor, who would grow up to become England's most intriguing and powerful queen. Even at age two, Elizabeth is keenly aware that people in the court of her father, King Henry VIII, have stopped referring to her as ""Lady Princess"" and now call her ""the Lady Elizabeth."" Before she is three, she learns of the tragic fate that has befallen her mother, the enigmatic and seductive Anne Boleyn, and that she herself has been declared illegitimate, an injustice that will haunt her."
,,,,,765.0,0.251,,Love's Labour's Lost,"In this charming comedy of manners, one of Shakespeare's earliest efforts in the genre, a well-intentioned king vows to forego all fleshly delights, setting the stage for romantic hijinks. Ferdinand, the king of Navarre, insists that his court join him in a pledge to undertake a strict regimen of study and celibacy. The grudging compliance of three noblemen is sorely tested Ã¢ÂÂ as is the king's own resolve Ã¢ÂÂ with the arrival of a French princess and a trio of comedy attendants."
,,,,,10014.0,0.25,,Having a Mary Heart in a Martha World: Finding Intimacy with God in the Busyness of Life,"With nearly a million copies sold, Joanna Weaver's popular book shows women how to blend intimacy with Jesus and service for Him.ÃÂ   An invitation for every woman who feels she isn't godly enough...isn't loving enough...isn't doing enough. The life of a woman today isn't really all that different from that of Mary and Martha in the New Testament.ÃÂ Like Mary, you long to sit at the Lord's feet...but the daily demands of a busy world just won't leave you alone. Like Martha, you love Jesus and really want to serve him...yet you struggle with weariness, resentment, and feelings of inadequacy. Then comes Jesus, right into the midst of your busy Mary/Martha life-and he extends the same invitation he issued long ago to the two sisters of Bethany. Tenderly he invites you to choose ""the better part""-a joyful life of ""living-room"" intimacy with him that flows naturally into ""kitchen service"" for him. How can you make that choice? With her fresh approach to the familiar Bible story and its creative, practical strategies, Joanna shows how all of us -Marys and Marthas alike- can draw closer to our Lord, deepening our devotion, strengthening our service, and doing both with less stress and greater joy. This book includes a twelve-week Bible study. Also look for the ten-week DVD study pack companion product to this book, which includes three DVDs and a separate, revised and expanded study guide."
,,,,,6021.0,0.25,,Shiri,"Shiri blocks her ears to her mother's screams and sees the arrows strike her father's chest. With their murderers bearing down on her she turns to obey his final command. ""RUN!"" Amenhotep, Prince of Egypt, burns her village, enslaves her people, and destroys all she loves. Only Shiri escapes. With tears in her eyes and vengeance in her heart, she races to warn the Shepherd King. If she doesn't reach him in time, all Palestine will burn. It's a race that takes her from the fields of Armageddon, to the sands of Ancient Egypt and the very heart of Pharaoh's court. It's a struggle that brings the deaths of kings and the birth of a god. It's a quest that sees her fall in love."
,,,,,290.0,0.249,,The End of Your Life Book Club,"The inspiring story of a son and his dying mother, who form a ""book club"" that brings them together as her life comes to a close. Mary Anne Schwalbe is waiting for her chemotherapy treatments when Will casually asks her what she's reading. The conversation they have grows into tradition: soon they are reading the same books so they can have something to talk about in the hospital waiting room. The ones they choose range from classic to popular, from fantastic to spiritual, and we hear their passion for reading and their love for each other in their intimate and searching discussions. A profoundly moving testament to the power of love between a child and parent, and the power of reading in our lives."
,,,,,2775.0,0.248,,The Queen of Nothing,"He will be destruction of the crown and the ruination of the throne.
Power is much easier to acquire than it is to hold onto. Jude learned this lesson when she released her control over the wicked king, Cardan, in exchange for immeasurable power. Now as the exiled mortal Queen of Faerie, Jude is powerless and left reeling from CardanÃ¢ÂÂs betrayal. She bides her time determined to reclaim everything he took from her. Opportunity arrives in the form of her deceptive twin sister, Taryn, whose mortal life is in peril.Jude must risk venturing back into the treacherous Faerie Court, and confront her lingering feelings for Cardan, if she wishes to save her sister. But Elfhame is not as she left it. War is brewing. As Jude slips deep within enemy lines she becomes ensnared in the conflictÃ¢ÂÂs bloody politics. And, when a dormant yet powerful curse is unleashed, panic spreads throughout the land, forcing her to choose between her ambition and her humanityÃ¢ÂÂ¦ From the #1 New York Times bestselling author Holly Black, comes the highly anticipated and jaw-dropping finale to The Folk of the Air trilogy."
,,,,,9262.0,0.248,,The Secret Heir,"Years before, he was anointed future king of Israel. Now if the sitting king learns of his secret, it will mean death for David and everyone in his family. David's secret destiny becomes more complicated when he falls in love with King Saul's daughter, Michal. He will do whatever it takes to secure her heart, provided she doesn't find out that David is the rumored rival to her father's throne. Now that Michal is of age, the Queen determines her daughter must be married as soon as possible. Michal resigns herself to a pre-arranged marriage with a man she does not love. Then by fate or God's providence she meets the handsome, young lyre player standing outside her father's chambers. One lives in a palace; the other sleeps under the stars. Though they come from vastly different worlds, Michal and David are drawn together. When King Saul uncovers David's secret and vows to kill him, Michal is torn between her love for her father and feelings for David. Two kings, two men she deeply loves but for different reasons Ã¢ÂÂ one heart broken in two."
,,,,,9723.0,0.248,,Post Captain,Master and Commander raised almost dangerously high expectations Post Captain triumphantly surpasses them a brilliant book Mary Renault. The best historical novels ever written- New York Times
,,,,,10313.0,0.247,,The Pillars of the Earth,"Ken Follett is known worldwide as the master of split-second suspense, but his most beloved and bestselling book tells the magnificent tale of a twelfth-century monk driven to do the seemingly impossible: build the greatest Gothic cathedral the world has ever known.Everything readers expect from Follett is here: intrigue, fast-paced action, and passionate romance. But what makes The Pillars of the Earth extraordinary is the time the twelfth century; the place feudal England; and the subject the building of a glorious cathedral. Follett has re-created the crude, flamboyant England of the Middle Ages in every detail. The vast forests, the walled towns, the castles, and the monasteries become a familiar landscape. Against this richly imagined and intricately interwoven backdrop, filled with the ravages of war and the rhythms of daily life, the master storyteller draws the reader irresistibly into the intertwined lives of his characters into their dreams, their labors, and their loves: Tom, the master builder; Aliena, the ravishingly beautiful noblewoman; Philip, the prior of Kingsbridge; Jack, the artist in stone; and Ellen, the woman of the forest who casts a terrifying curse. From humble stonemason to imperious monarch, each character is brought vividly to life.The building of the cathedral, with the almost eerie artistry of the unschooled stonemasons, is the center of the drama. Around the site of the construction, Follett weaves a story of betrayal, revenge, and love, which begins with the public hanging of an innocent man and ends with the humiliation of a king.For the TV tie-in edition with the same ISBN go to this Alternate Cover Edition"
,,,,,9616.0,0.246,,The Ringed Castle,"For the first time Dunnett's Lymond Chronicles are available in the United States in quality paperback editions.Fifth in the legendary Lymond Chronicles , The Ringed Castle leaps from Mary Tudor's England to the barbaric Russia of Ivan the Terrible. Francis Crawford of Lymond moves to Muscovy, where he becomes advisor and general to the half-mad tsar. Yet even as Lymond tries to civilize a court that is still frozen in the attitudes of the Middle Ages, forces in England conspire to enlist this infinitely useful man in their own schemes."
,,,,,7308.0,0.246,,The Shipping News,"Alternate Cover Edition ISBN 0671510053 (ISBN13: 9780671510053)At thirty-six, Quoyle, a third-rate newspaperman, is wrenched violently out of his workaday life when his two-timing wife meets her just deserts. He retreats with his two daughters to his ancestral home on the starkly beautiful Newfoundland coast, where a rich cast of local characters all play a part in Quoyle's struggle to reclaim his life. As three generations of his family cobble up new lives, Quoyle confronts his private demons--and the unpredictable forces of nature and society--and begins to see the possibility of love without pain or misery.A vigorous, darkly comic, and at times magical portrait of the contemporary American family, The Shipping News shows why E. Annie Proulx is recognized as one of the most gifted and original writers in America today.(back cover)"
,,,,,5723.0,0.245,,The Princess,"Now with a new cover, Lori Wick's bestselling contemporary love story The Princess (over 200,000 copies sold)will reach even more readers. In the Land of Pendaran, Shelby Parker lives a humble but good life. Her special qualities are eventually noticed by the king and queen of the House of Markham, who seek a new wife for their widowed son, Prince Nikolai.To uphold the tradition of their country, Shelby and Nikolai agree to an arranged marriage. But while Nikolai is a perfect gentleman in public, he remains distant at home, leaving Shelby to wonder what is in his heart. Will the prince ever love her as he did his first wife? Can the faith they share overcome the barriers between them?"
,,,,,10682.0,0.243,,The Speed of Life,Alternate cover edition of ASIN B07K8RHCK5
,,,,,3227.0,0.243,,King of the Dark,"From the author who brought you the award-winning Silk & Steel series comes a new dark MM high fantasy. ""Your love is worthless, it's your hate I need."" ~Prince Vasili CavilleWhen King Talos Caville surrendered the war to the elves, soldier Nikolas Yazdan vowed never to serve the royals again. He said the same to the prince who tried to buy his loyalty, and learned the Cavilles donÃ¢ÂÂt take no for an answer. Whipped for his insolence, Nikolas is forced into slavery in a palace full of vicious, brutal royals. And Prince Vasili Caville is the worst of all. Malicious and cruel, the prince is more viper than man, and someone inside the palace wants him dead. Nikolas would kill the prince himself if not for one thing: Julian, the princeÃ¢ÂÂs personal guard and NikoÃ¢ÂÂs light in the dark. If Nikolas doesnÃ¢ÂÂt submit to Prince Vasili and discover who is plotting against him, Julian will suffer. But thereÃ¢ÂÂs more wrong in the palace than just the prince. The king is on his deathbed, the ferocious elves are creeping closer to the great city of Loreen, and madness stalks the hallways. ThereÃ¢ÂÂs poison in the Caville court, and if Nikolas doesnÃ¢ÂÂt discover the real reason Prince Vasili tried to buy him with a bag of coin, the palace, the city, and everything he loves, will be lost forever. King of the Dark is the first book in the slow burn, enemies-to-lovers PrinceÃ¢ÂÂs Assassin series. A gay Game of Thrones with a hint of Witcher thrown in, there are triggers, including but not limited to: reference to past abuse, attempted rape, dubious consent, reference to incest, torture, drug use and PTSD. High heat sexual content. The PrinceÃ¢ÂÂs Assassin is for 18+ only. 
Reading order:King of the DarkReign of DarknessCurse of the Dark PrinceThe Cottage (novella)"
,,,,,711.0,0.241,,Primal Sin,"an alternate cover edition can be found hereFallen for love. Risen for revenge. Severn knows love. He knows how it feels to fight for love, and have it torn from his reach. He knows that when the killing fields are strewn with the dead, and love is all gone, only one thing keeps his demon heart beating: Vengeance. His life is now a web of lies. His act, a perfect one. His enemy, the guardian angel Mikhail, sits beside him, turns to him for guidance, and even loves him.The time has come to make all the angels fall, beginning with the most powerful of them all. Severn thought he knew love. But heÃ¢ÂÂs about to discover that love takes no prisoners, and as demons and angels clash over LondonÃ¢ÂÂs battle-weary streets, love will claim the souls of two destined enemies. 
Primal Sin is a dark gay fantasy with a strong love-story. The series is brimming with savage desires, relentless lies and the bite of vengeance and is not for anyone easily disturbed by graphic scenes."
,,,,,7627.0,0.241,,Pretty Baby,"A chance encounter sparks an unrelenting web of lies in this stunning new psychological thriller from national bestselling author Mary KubicaShe sees the teenage girl on the train platform, standing in the pouring rain, clutching an infant in her arms. She boards a train and is whisked away. But she can't get the girl out of her head...Heidi Wood has always been a charitable woman: she works for a nonprofit, takes in stray cats. Still, her husband and daughter are horrified when Heidi returns home one day with a young woman named Willow and her four-month-old baby in tow. Disheveled and apparently homeless, this girl could be a criminalÃ¢ÂÂor worse. But despite her family's objections, Heidi invites Willow and the baby to take refuge in their home.Heidi spends the next few days helping Willow get back on her feet, but as clues into Willow's past begin to surface, Heidi is forced to decide how far she's willing to go to help a stranger. What starts as an act of kindness quickly spirals into a story far more twisted than anyone could have anticipated."
,,,,,1208.0,0.241,,The Woman in Blue,"In the next Ruth Galloway mystery, a vision of the Virgin Mary foreshadows a string of cold-blooded murders, revealing a dark current of religious fanaticism in an old medieval town. Known as EnglandÃ¢ÂÂs Nazareth, the medieval town of Little Walsingham is famous for religious apparitions. So when Ruth GallowayÃ¢ÂÂs druid friend Cathbad sees a woman in a white dress and a dark blue cloak standing alone in the local cemetery one night, he takes her as a vision of the Virgin Mary. But then a woman wrapped in blue cloth is found dead the next day, and RuthÃ¢ÂÂs old friend Hilary, an Anglican priest, receives a series of hateful, threatening letters. Could these crimes be connected? When one of HilaryÃ¢ÂÂs fellow female priests is murdered just before Little WalsinghamÃ¢ÂÂs annual Good Friday Passion Play, Ruth, Cathbad, and DCI Harry Nelson must team up to find the killer before he strikes again."
