timestamp,memory_usage
1743017554.7627194,1223.45703125
1743017555.764615,1223.45703125
1743017556.7661,1223.45703125
1743017557.767609,1223.45703125
1743017558.7691326,1223.47265625
1743017559.7706354,1223.47265625
1743017560.7721176,1223.47265625
1743017561.7733269,1223.47265625
1743017562.7748177,1223.47265625
1743017563.776339,1223.47265625
1743017564.777807,1223.47265625
1743017565.7793095,1223.47265625
1743017566.7808247,1223.47265625
1743017567.7823606,1223.47265625
1743017568.783862,1223.47265625
1743017569.7853491,1223.47265625
1743017570.7868032,1223.47265625
1743017571.7882805,1223.47265625
1743017572.7893248,1223.47265625
1743017573.790851,1223.47265625
1743017574.792331,1223.47265625
1743017575.793291,1223.47265625
1743017576.7947466,1223.47265625
1743017577.7962468,1223.47265625
1743017578.7974305,1223.47265625
1743017579.7989047,1223.47265625
1743017580.8003888,1223.47265625
1743017581.8013577,1223.47265625
1743017582.8028233,1223.47265625
1743017583.8043237,1223.47265625
1743017584.805779,1223.47265625
1743017585.8072813,1223.47265625
1743017586.8087974,1223.47265625
1743017587.809309,1223.47265625
1743017588.810768,1223.47265625
1743017589.8122709,1223.47265625
1743017590.8133419,1223.47265625
1743017591.8148205,1223.47265625
1743017592.8160908,1223.47265625
1743017593.8171196,1223.47265625
1743017594.818544,1223.47265625
1743017595.820075,1223.47265625
1743017596.8213549,1223.47265625
1743017597.822819,1223.47265625
1743017598.8242898,1223.47265625
1743017599.8252702,1223.47265625
1743017600.8266954,1223.47265625
1743017601.8281014,1223.47265625
1743017602.8292859,1223.53515625
1743017603.830774,1223.53515625
1743017604.8322532,1223.53515625
1743017605.8337228,1223.53515625
1743017606.8351886,1223.53515625
1743017607.8366451,1223.53515625
1743017608.8373218,1223.53515625
1743017609.8388042,1223.53515625
1743017610.8402834,1223.53515625
1743017611.8413043,1223.53515625
1743017612.8427844,1223.53515625
1743017613.844267,1223.53515625
1743017614.8452847,1223.53515625
1743017615.846755,1223.53515625
1743017616.8482847,1223.53515625
1743017617.8493037,1223.53515625
1743017618.850773,1223.53515625
1743017619.8522558,1223.53515625
1743017620.8533123,1223.53515625
1743017621.854763,1223.53515625
1743017622.8562376,1223.53515625
1743017623.8577085,1223.53515625
1743017624.8591762,1223.53515625
1743017625.860623,1223.53515625
1743017626.8620746,1223.53515625
1743017627.8635316,1223.53515625
1743017628.865028,1223.53515625
